indice,clip_original,clip_procesado,clip_longitud_original,clip_longitud_procesada,instagram_original,instagram_procesado,instagram_longitud_original,instagram_longitud_procesada,instagram_hashtags,instagram_hashtags_procesados,instagram_menciones,instagram_emojis
51,"a gate in the middle of a park, archways made of lush greenery, las pozas, gateway, magical portal gateway, an archway, ornate palace made of green, parks and gardens, there are archways, archways, archway, standing astride a gate, steel archways, gateway to another universe, jungle background with ruins",gate middle park archways made lush greenery las pozas gateway magical portal gateway archway ornate palace made parks gardens archways archways archway standing astride gate steel archways gateway another universe jungle ruins,305,227,"¡Buenos días! ?? 
A comer cochinita y lechón se ha dicho. ??
??:@yucatanexperiencias
-
Good morning! ?? Let's eat cochinita pibil and lechón has been said. ??
??: @yucatanexperiencias 

#VisitMéridaMx",días comer cochinita lechón dicho morning let eat cochinita pibil and lechón been said visit rida,200,97,['VisitMéridaMx'],"['visit', 'rida']","['yucatanexperiencias', 'yucatanexperiencias']",[]
52,"a plate with three pieces of brocconi on it, plenty mozzarella, green eggs and ham, fresh basil, eating alien food, tomato sauce, basil, wings made of pizza, food particles, alien food, basil leaves instead of leaves, italian flag, green pupills, luscious patty with sesame seeds, italian pizza, lasagna, basil leaves flying all over, guggimon",plate three pieces brocconi plenty mozzarella eggs ham fresh basil eating alien food tomato sauce basil wings made pizza food particles alien food basil leaves instead leaves italian flag pupills luscious patty sesame seeds italian pizza lasagna basil leaves flying guggimon,343,274,"Es increíble admirar tanta paciencia, pasión, creatividad y dedicación en una sola foto. ????
-

It's amazing to see so much patience, passion, creativity and dedication in a single photo. ????

#VisitMéridaMx",increíble admirar tanta paciencia pasión creatividad dedicación sola amazing see much patience passion creativity and dedication single visit rida,209,146,['VisitMéridaMx'],"['visit', 'rida']",[],[]
53,"a couple looking at the sky with a cloud in the background, reflection lumen mapping, projection design installation, pulse projections, teamlab, projection mapping, bioluminiscence, holographic projection, interactive art, colorful projections, [bioluminescense, lumen reflections, 3 6 0 projection, mat collishaw, colored projections, vollumetric lighting",couple looking sky cloud reflection lumen mapping projection design installation pulse projections teamlab projection mapping bioluminiscence holographic projection interactive art colorful projections bioluminescense lumen reflections projection mat collishaw colored projections vollumetric lighting,357,301,"En el mar ?? la vida es más sabrosa (y con calor, se quiere mucho más) ??

??Progreso, a media hora de #Mérida.
??: @elminaretmerida 

-
In the sea ?? life is much better (and with this heat, you want it so much more) ??

??Progreso, half an hour from #Mérida.
??: @elminaretmerida",mar vida sabrosa calor quiere progreso media hora the life much better and with this heat you want much more progreso half hour from rida rida,281,142,"['Mérida', 'Mérida']","['rida', 'rida']","['elminaretmerida', 'elminaretmerida']",[]
54,"an aerial view of a street in havana, sunken square, bird - eye view, bird view, downtown mexico, drone view, birds - eye view, the bird's - eye view, bird's-eye view, bird's - eye view, plaza, top down photo, bird's eye view, from a bird's eye view, drone photograph, view from above",aerial view street havana sunken square bird eye view bird view downtown mexico drone view birds eye view bird eye view bird view bird eye view plaza top bird eye view bird eye view drone photograph view,284,203,"Bella captura de una gaviota reidora por la lente de @ivanhdzcuevas ????

Avista la hermosa fauna costera en cualquiera de las playas de Yucatán y goza del cálido mar de la región. ??

-
Beautiful capture of a laughing gull through the lens of @ivanhdzcuevas ????

Spot the precious coastal fauna on any of the Yucatan beaches and enjoy the region's warm sea. ??

#EnLosAlrededoresdeMérida #VisitMéridaMx",bella captura gaviota reidora lente avista hermosa fauna costera cualquiera playas yucatán goza cálido mar región capture laughing gull through the lens spot the precious coastal fauna any the yucatan beaches and enjoy the region warm alrededoresde rida visit rida,404,264,"['EnLosAlrededoresdeMérida', 'VisitMéridaMx']","['alrededoresde', 'rida', 'visit', 'rida']","['ivanhdzcuevas', 'ivanhdzcuevas']",[]
55,"a plate of food with a sandwich and a cup of coffee, breakfast at las pozas, local foods, tacos, street vendors, with street food stalls, luscious patty with sesame seeds, taco, simÃ³n staalhag style, food focus, cinemÃ¡tica, central pork, gastronomica magazine, pork meat, delicious food, salsa vendor, catia",plate food sandwich cup coffee breakfast las pozas local foods tacos street vendors street food stalls luscious patty sesame seeds taco simón staalhag style food focus cinemática central pork gastronomica magazine pork meat delicious food salsa vendor catia,309,257,"Recomendación para el -cada vez más cerca- fin de semana??: El místico cenote Noh-Mozon te embelesará con sus cristalinas aguas y formaciones de piedra.

Por su gran profundidad, es ideal para los amantes del buceo ?? 

¡Visítalo! Se localiza en Pixyáh, a 1 hora 20 minutos de Mérida.

-

Recommendation for the -even more closer and closer- weekend??: The mystical cenote Noh-Mozon will captivate you with its crystalline waters and stone formations.

Due to its great depth, its ideal for diving lovers ??

Visit it! Its located in Pixyah, 1 hour 20 minutes from Merida.

??: @1world2lovers 

#VisitMéridaMx #EnLosAlrededoresDeMérida",recomendación vez fin semana místico cenote embelesará cristalinas aguas formaciones gran profundidad ideal amantes buceo localiza pixyáh hora minutos for the more closer and weekend the mystical cenote will captivate you with its crystalline waters and stone its great depth its ideal for diving lovers visit its located pixyah hour minutes from visit rida alrededores rida,637,374,"['VisitMéridaMx', 'EnLosAlrededoresDeMérida']","['visit', 'rida', 'alrededores', 'rida']",['1world2lovers'],[]
56,"a close up of a wooden handle on a machine, woodturning, wooden headphones, woodlathe, wood headphones, wooden bowl, wood cups, lathe, wooden casing, wood ornaments, clutch yo - yo, wood headphones hyperrealistic, bog oak, wooden trim, spiraling design, wooden art toys, wood blocks bottom hippo body, wood accents",close wooden handle machine woodturning wooden headphones woodlathe wood headphones wooden bowl wood cups lathe wooden casing wood ornaments clutch wood headphones hyperrealistic bog oak wooden trim spiraling design wooden art toys wood blocks bottom hippo body wood accents,314,274,"El tesoro de la región: El henequén, o también conocido como ""oro verde"". ??Una fibra vegetal que poco a poco va resurgiendo en el estado. 

-

The treasure of the region: Henequen, or also known as ""green gold"". ?? A vegetable fiber that little by little is resurfacing in the state.

??: @57yearsatraveler 

#VisitMéridaMx #OroVerde",tesoro región henequén conocido oro verde fibra vegetal resurgiendo treasure the region henequen also known gold vegetable fiber that little little resurfacing the visit rida oro verde,334,184,"['VisitMéridaMx', 'OroVerde']","['visit', 'rida', 'oro', 'verde']",['57yearsatraveler'],[]
57,"a white house with a large front door and stairs, cuban setting, neoclassical architecture, colonial style, neoclassical style, tall terrace, marble white columns, with palm trees and columns, neo classical architecture, white elegant baroque design, mansion, neoclassical, mediterranean architecture, stucco walls, cambodia, rococo architecture, classical architecture, villa",house large front door stairs cuban setting neoclassical architecture colonial style neoclassical style tall terrace marble columns palm trees columns neo classical architecture elegant baroque design mansion neoclassical mediterranean architecture stucco walls cambodia rococo architecture classical architecture villa,376,319,"La ceiba ?? es un árbol místico y sagrado para la cultura maya, considerado el eje del universo y la conexión entre el mundo terrenal y el espiritual. 

Ven a Mérida y sus alrededores para conocer la majestuosidad de este árbol y su importancia en la historia y cultura de la región.

-

The ceiba ?? is a mystical and sacred tree for the Mayan culture, considered the axis of the universe and the connection between the earthly and spiritual world.

Come to Mérida and its surroundings to learn about the majesty of this tree and its importance in the history and culture of the region.

??: arcoilis.mexicana

#VisitMéridaMx #MéridaYucatán",ceiba árbol místico sagrado cultura maya considerado eje universo conexión mundo terrenal espiritual ven mérida alrededores conocer majestuosidad árbol importancia historia cultura ceiba mystical and sacred tree for the mayan culture considered the axis the universe and the connection between the earthly and spiritual mérida and its surroundings learn about the majesty this tree and its importance the history and culture the visit rida rida yucat,641,450,"['VisitMéridaMx', 'MéridaYucatán']","['visit', 'rida', 'rida', 'yucat']",[],[]
58,"a bottle of beer sitting on top of a rock, ortografico, vibrante colors, beer bottle, beer advertisement, beer logo, colorful bottles and plants, label design, colors of jamaica, orb of agamento, packshot, amagaitaro, muy definido, trending on interfacelift, defence",bottle beer sitting top rock ortografico vibrante colors beer bottle beer advertisement beer logo colorful bottles plants label design colors jamaica orb agamento packshot amagaitaro muy definido trending interfacelift defence,266,226,"Sumérgete en la interesante historia de las haciendas de #Yucatán y conoce acerca del contexto histórico y cultural de estos recintos únicos.

-

Immerse yourself in the interesting history of the #Yucatán haciendas and learn about the historical and cultural context of these unique spots.

??: @haciendazamna",sumérgete interesante historia haciendas conoce acerca contexto histórico cultural recintos yourself the interesting history the haciendas and learn about the historical and cultural context these unique yucat yucat,310,215,"['Yucatán', 'Yucatán']","['yucat', 'yucat']",['haciendazamna'],[]
59,"a plate of corn, cornucopia, large cornicione, corn, harvest fall vibrance, corn on a cob everywhere, harvest fall vibrancy, an orgy of colorful, beautiful spectrum of vibrancy, abundant fruition seeds, high colored texture, vibrante colors, very crisped colors, corn chess board game, deep and dense coloration",plate corn cornucopia large cornicione corn harvest fall vibrance corn cob everywhere harvest fall vibrancy orgy colorful beautiful spectrum vibrancy abundant fruition seeds high colored texture vibrante colors crisped colors corn chess board game deep dense coloration,311,269,"#PoemasNoPlaneados ???

Con el fin de semana a punto de llegar,
y si estás en la búsqueda de un lugar para amar, 
la tierra de Izamal deberás visitar, 
la cual su amarillo encendido y gente singular te hará enamorar. ??

-

#PoemsNotPlanned ???

With the weekend about to arrive,
and if you are in search of a place to thrive,
the land of Izamal you must drop by,
which its bright yellow and unique people will make you be amazed by. ??

??: @fromswitzerlandtoworld",fin semana punto llegar búsqueda lugar amar tierra izamal deberás visitar amarillo encendido gente singular hará enamorar with the weekend about arrive and you are search place thrive the land izamal you must drop which its bright and unique people will make you amazed poemas planeados poems not planned,465,304,"['PoemasNoPlaneados', 'PoemsNotPlanned']","['poemas', 'planeados', 'poems', 'not', 'planned']",['fromswitzerlandtoworld'],[]
60,"a pot filled with a mixture of yellow liquid, boiling imagination in a bowl, brain in a vat, inside a beer glass, whirlpool, cold secondary colors, milk bath photography, surface with beer-texture, photographic still, inside dark oil, â golden chalice, bubbling cauldron, chaotic storm of liquid smoke, an eerie whirlpool, gelatine silver process",pot filled mixture liquid boiling imagination bowl brain vat inside beer glass whirlpool cold secondary colors milk bath photography surface photographic still inside dark oil golden chalice bubbling cauldron chaotic storm liquid smoke eerie whirlpool gelatine silver process,348,275,"¡La 2da Edición del Festival del Pueblos de Maíz ?? ya esta aquí! 

??Desliza para consultar el flyer y obtener toda la información.

¡Nos vemos el sábado 20 de mayo en el Parque de la Mejorada! ??

-
The 2nd Edition of the Pueblos del Maíz Festival ?? is here!

??Swipe to check the flyer and obtain all the information.

See yaa on Saturday 20th from 6.00pm to 11.00pm at Mejorada Park.

#PueblosdelMaíz2023 #VisitMéridaMx",edición festival pueblos maíz aquí consultar flyer obtener toda vemos sábado mayo parque mejorada edition the pueblos maíz festival here check the flyer and obtain all the yaa saturday from mejorada park pueblosdel visit rida,424,225,"['PueblosdelMaíz2023', 'VisitMéridaMx']","['pueblosdel', 'visit', 'rida']",[],[]
61,"a blue plate with a sandwich on it, pulled pork sandwich, breakfast at las pozas, central pork, kebab, cuban revolution, pork, award winning food photo, food blog, restaurant menu photo, local foods, cuba, piroca, food photo, pork meat, panini, food focus, image artifacts, heavy jpeg artifact blurry, foodphoto",plate sandwich pulled pork sandwich breakfast las pozas central pork kebab cuban revolution pork award winning food food blog restaurant menu local foods cuba piroca food pork meat panini food focus artifacts heavy jpeg artifact blurry foodphoto,311,245,"Instantaneidades en el ?? de Caucel Pueblo. 
Descubre cuadros de vida que conforman la esencia de esta comisaría de Mérida y ¡consume local!

??A poco más de 20 minutos de Mérida.

??: @carloskinfotografia | FB: fotografiandomerida
-

Everyday snapshots in the ?? of Caucel Pueblo.
Discover pictures of life that make up the essence of this Mérida comisaría and ¡shop local!

??A little further tha 20 minutes from Merida.

#VisitMéridaMx",instantaneidades caucel pueblo descubre cuadros vida conforman esencia comisaría mérida local minutos snapshots the caucel pictures life that make the essence this mérida comisaría and local little further tha minutes from merida visit rida,438,240,['VisitMéridaMx'],"['visit', 'rida']",['carloskinfotografia'],[]
62,"a table with a vase of flowers and bowls of fruit, breakfast at las pozas, handmade pottery, hindu aesthetic, festival of rich colors, outdoors mesa setting, mexican folk art, art pottery, celebrating day of the dead, holy ceremony, pilgrim village setting, community celebration, pottery, ceremonial, tlaquepaque, festival, mexican desert, dharma artifacts",table vase flowers bowls fruit breakfast las pozas handmade pottery hindu aesthetic festival rich colors outdoors mesa setting mexican folk art art pottery celebrating day dead holy ceremony pilgrim village setting community celebration pottery ceremonial tlaquepaque festival mexican desert dharma artifacts,357,308,"¡Larga vida a la chicharra! ??

Agradecemos a las y los vecinos del Barrio de Xcalachén por su cálido recibimiento en el Festival de la Chicharra 2023 y por consentirnos con tan delicioso platillo tradicional.

¡Esperamos se hayan divertido tanto como nosotros! 

-

Long live to the chicharra! ??

We wanna thank the residents of the Barrio of Xcalachén for their warm welcome and for pampering us in the Chicharra Festival 2023 with such a delicious traditional dish.

Hope you had great as much fun as we had!

#VisitMéridaMx",vida chicharra agradecemos vecinos barrio xcalachén cálido recibimiento festival chicharra consentirnos tan delicioso platillo divertido the chicharra wan thank the residents the barrio xcalachén for their warm welcome and for pampering the chicharra festival with such delicious traditional you had great much fun had visit rida,528,329,['VisitMéridaMx'],"['visit', 'rida']",[],[]
63,"a woman sitting at a table with a cell in her hand, selena quintanilla perez, 30-year-old woman from cuba, inspired by Araceli Gilbert, beautiful mexican woman, canva, beautiful tan mexican woman, helen mcrory, the oracle of the mayan elders, wearing yellow floral blouse, carmelo blandino, strong confident personality",woman sitting table cell hand selena quintanilla perez woman cuba inspired araceli gilbert beautiful mexican woman canva beautiful tan mexican woman helen mcrory oracle mayan elders floral blouse carmelo blandino strong confident personality,319,241,"¡Así nos la pasamos ayer durante la sexta edición del Festival de la Chicharra de Xcalachén ??!

Fue un gran día lleno de juegos tradicionales, regalos, concursos, convivencia y, por supuesto: ¡Mucha chicharra y cascarita! ??

Gracias por haber sido parte de este evento que incentiva la economía vecinal y contribuye en la preservación de este riquísimo platillo tradicional.

¡Hasta el próximo año!??

-
Yesterday we had a great time during the sixth edition of the Xcalachén Chicharra Festival ??!

It was a good day full of traditional games, gifts, contests, amusement and, of course: Lots of chicharra and cascarita! ??

Thank you for being part of this event that encourages the neighborhood economy and contributes to the preservation of this delicious traditional dish.

See you next year!??

#FestivalDeLaChicharra2023 #VisitMéridaMx",pasamos ayer sexta edición festival chicharra xcalachén gran día lleno juegos tradicionales regalos concursos convivencia supuesto chicharra cascarita gracias haber sido parte evento incentiva economía vecinal contribuye preservación riquísimo platillo próximo año had great time during the sixth edition the xcalachén chicharra festival was good day full traditional games gifts contests amusement and course lots chicharra and cascarita thank you for being part this event that encourages the neighborhood economy and contributes the preservation this delicious traditional you next year festival chicharra visit rida,843,619,"['FestivalDeLaChicharra2023', 'VisitMéridaMx']","['festival', 'chicharra', 'visit', 'rida']",[],[]
64,"a street with a lot of lights on it, local illumination, christmas lights, the city of santa barbara, city led lights, the lights are on, beatiful lights, captivating glowing lights, glowing lights!!, wisp lights, purple lighted street, glowing lights, beautiful glowing lights, white lights, street at night, tlaquepaque, lights with bloom",street lot lights local illumination christmas lights city santa barbara city led lights lights beatiful lights captivating glowing lights glowing lights wisp lights purple lighted street glowing lights beautiful glowing lights lights street night tlaquepaque lights bloom,340,272,"¡Relájate con los sonidos del proceso de elaboración de la chicharra de Xcalachén! ??  Sumérgete en esta experiencia auditiva única, mientras Jhonathan y todos los compañeros chicharroneros nos invitan al próximo Festival de la Chicharra 2023! ??

??Fecha: Sábado 15 de abril de 2023
??Punto de encuentro: Calle 95 por 64, Centro. Barrio de Xcalachén.
???Hora: De 11:00 a 17:00 hrs. 

¡Ven a vivir una experiencia multisensorial y deliciosa a este Festival!

¡Te esperamos! ??

-
Relax to the sounds of the Xcalachén chicharra making process! ?? Immerse yourself in this unique listening experience, while Jhonathan and all the fellow chicharroneros invite us to the next Festival de la Chicharra 2023! ??

??Date: Saturday April 15th 2023
?? Meeting point: Calle 95 by 64, Centro. Xcalachén.
?? Time: From 11:00 a.m. to 5:00 p.m.

#FestivaldelaChicharra2023 #VisitMéridaMx

Come to live a multisensory and delicious experience at this Festival!

See you soon! ??",sonidos proceso elaboración chicharra xcalachén sumérgete experiencia auditiva única mientras jhonathan compañeros chicharroneros invitan próximo festival chicharra fecha sábado abril punto encuentro calle centro barrio hora hrs vivir experiencia multisensorial deliciosa festival esperamos the sounds the xcalachén chicharra making process immerse yourself this unique listening experience while jhonathan and all the fellow chicharroneros invite the next festival chicharra date saturday april meeting point calle centro time from multisensory and delicious experience this festival see you soon festivaldela chicharra visit rida,963,631,"['FestivaldelaChicharra2023', 'VisitMéridaMx']","['festivaldela', 'chicharra', 'visit', 'rida']",[],[]
65,"a bridge over the ocean with a boat in the water, bridge over the water, bridge between the worlds, built around ocean, city bay bridge aqueduct, bridges crossing the gap, concept image, over water, bahamas, 2 0 2 2 photo, florida, the lost city of atlantis, atlantis, the emerald coast, curved bridge, bridges, 2022 photograph",bridge ocean boat water bridge water bridge worlds built around ocean city bay bridge aqueduct bridges crossing gap concept water bahamas florida lost city atlantis atlantis emerald coast curved bridge bridges photograph,327,220,"En nuestro elemento ??: El centro de Mérida.
-
In our element ??: Downtown Mérida.

??: sharks_voyage",elemento centro our element downtown,101,36,[],[],[],[]
66,"a man standing in front of a green door, blue door, tall door, many doorways, doorways, doors, pink door, 3 doors, pith helmet, many doors, tall arched stone doorways, arched doorway, doors that are cosmic portals, cuban setting, shutters, colors of jamaica, opening door, door, doorway",man standing front door door tall door many doorways doorways doors pink door doors pith helmet many doors tall arched stone doorways arched doorway doors cosmic portals cuban setting shutters colors jamaica opening door door doorway,286,233,"¡La 6ta Edición del Festival de la Chicharra ??se acerca! 

??Desliza para consultar el flyer y leer toda la información.

-
The 6th Edition of the Chicharra Festival ?? is coming!

??Swipe to check the flyer and read all the information.

 #FestivalDeLaChicharra2023#VisitMéridaMx",edición festival chicharra acerca consultar flyer leer toda edition the chicharra festival coming check the flyer and read all the information festival chicharra visit rida,281,172,"['FestivalDeLaChicharra2023', 'VisitMéridaMx']","['festival', 'chicharra', 'visit', 'rida']",[],[]
67,"the yellow building is a must of the city of cartage, orange roof, guanajuato, defence, tlaquepaque, orange colors, ocher and turquoise colors, mexico, orange, pueblo architecture, orange and white color scheme, orange color scheme, orange color, aztec architecture, yellow walls, orange and white, ochre, sand - colored walls",building must city cartage orange roof guanajuato defence tlaquepaque orange colors ocher turquoise colors mexico orange pueblo architecture orange scheme orange scheme orange aztec architecture walls orange ochre sand colored walls,326,232,"Detalle majestuoso del techo de la Catedral de Mérida, un magnífico ejemplo del arte y la arquitectura colonial que perdura en el tiempo. 

-
Majestic detail of the roof of the Cathedral of Mérida, a magnificent example of colonial art and architecture that endures over time. 

??: @soydiegoacosta 

#VisitMéridaMx",detalle majestuoso techo catedral mérida magnífico ejemplo arte arquitectura colonial perdura tiempo detail the roof the cathedral mérida magnificent example colonial art and architecture that endures over time visit rida,315,221,['VisitMéridaMx'],"['visit', 'rida']",['soydiegoacosta'],[]
68,"a pink house with a white fence and a green lawn, pink marble building, ornate palace made of green, colonial house in background, 1 8 th century manor, a palace with a thousand long, city of armenia quindio, parks and gardens, mansion, on a great neoclassical square, colonial style, formal gardens, lavish rococo baroque setting",pink house fence lawn pink marble building ornate palace made colonial house century manor palace thousand long city armenia quindio parks gardens mansion great neoclassical square colonial style formal gardens lavish rococo baroque setting,330,240,"La experiencia de la exposición de Matisse comienza desde antes de ingresar a las salas. 

¡Admira las piezas de este artista francés y déjate envolver por una atmósfera ataviada en arte y color!

??Centro Cultural Olimpo

??La exposición estará disponible hasta finales de abril y está abierta de martes a sábado de ?10:00 a 20:00 horas; y los domingos ? de 10:00 a 18:00 horas. 

??Tip: Pregunta por el programa de visitas guiadas (previa reservación) al 9999-42-00-00 Ext. 80130.
-

The Matisse exhibition experience begins before entering the exhibition rooms. 

Admire the pieces by this renowned French artist and let yourself be enveloped by an atmosphere decked out in art and colour!

??Centro Cultural Olimpo

??The exhibition will be available until the end of April and is open from Tuesday to Saturday, from ?10:00 a.m. to 8:00 p.m., and on Sundays ? from 10:00 a.m. to 6:00 p.m.

??Tip: Ask about the guided tour program (previous reservation) at 9999-42-00-00 Ext. 80130.

#VisitMéridaMx",experiencia exposición matisse comienza ingresar salas piezas artista francés déjate envolver atmósfera ataviada arte centro cultural olimpo exposición disponible finales abril abierta martes sábado horas domingos horas tip pregunta programa visitas guiadas previa reservación ext matisse exhibition experience begins before entering the exhibition rooms admire the pieces this renowned french artist and let yourself enveloped atmosphere decked out art and colour centro cultural olimpo the exhibition will available until the end april and open from tuesday saturday from and sundays from tip ask about the guided tour program previous reservation ext visit rida,1002,664,['VisitMéridaMx'],"['visit', 'rida']",[],[]
69,"a woman standing in front of a stone structure, architecture carved for a titan, brutalist aztec architecture, aztec architecture, guanajuato, mexico, the tower of babel, buildings carved out of stone, architecture carved, tower of babel, giant sculpture, surrealistic roman architecture, made of stone, made of stone and concrete, made from old stone",woman standing front stone structure architecture carved titan brutalist aztec architecture aztec architecture guanajuato mexico tower babel buildings carved stone architecture carved tower babel giant sculpture surrealistic roman architecture made stone made stone concrete made old stone,351,289,"No es ningún secreto que la casona del Museo Palacio Cantón ¡es una de las más hermosas de Paseo de Montejo! 

Visita sus exposiciones temporales y admira el edificio de martes a domingo de 8:00 a 17:00 horas.

-
Its no secret that the building of the Palacio Cantón Museum is one of the most beautiful on Paseo de Montejo!

Visit its temporary exhibitions and admire the building from Tuesday to Sunday from 8:00 a.m. to 5:00 p.m.

 ??: @dany_zapataph
 ??: @mpalaciocanton

#visitmeridamx",ningún secreto casona museo palacio cantón hermosas paseo montejo visita exposiciones temporales admira edificio martes domingo secret that the building the palacio cantón museum one the most beautiful paseo montejo visit its temporary exhibitions and admire the building from tuesday sunday from visitmeridamx,490,310,['visitmeridamx'],['visitmeridamx'],"['dany_zapataph', 'mpalaciocanton']",[]
70,"a field of corn with a blue sky in the background, farm field background, farm background, tall corn in the foreground, corn on a cob everywhere, blue sky and green grassland, organic biomass, idyllic and fruitful land, corn, tall acid green grass field, detailed fields nature, field background, rows of lush crops, in a large grassy green field",field corn sky farm field farm tall corn corn cob everywhere sky grassland organic biomass idyllic fruitful land corn tall acid grass field detailed fields nature field rows lush crops large grassy field,346,203,"Tip infalible de mi para ti: Pasa estos días cálidos en Mérida con unos ricos y refrescantes sorbetes ?? que encontrarás en la Plaza Grande.

¡De nada! ??

-

Infallible tip from me to you: Spend these warm days in Mérida with some delicious and refreshing sorbets ?? that youll find in the Plaza Grande.

Youre welcome! ??

??: @maria.regina.d",tip infalible pasa días cálidos mérida ricos refrescantes sorbetes encontrarás plaza tip from you spend these warm days mérida with some delicious and refreshing sorbets that youll find the plaza welcome,346,203,[],[],['maria.regina.d'],[]
71,"a pink flaming standing in front of a forest, flamingo, flamingoes, flamingos, the flamingo cafe, flamboyant, tropical bird feathers, fancily decorated flamboyant, extravagant feathered collar, colorful plumage, crown of body length feathers, colorful bird with a long, lush wildlife, zoo photography, beautiful feathers, pink and orange colors",pink flaming standing front forest flamingo flamingoes flamingos flamingo cafe flamboyant tropical bird feathers fancily decorated flamboyant extravagant feathered collar colorful plumage crown body length feathers colorful bird long lush wildlife zoo photography beautiful feathers pink orange colors,344,301,"Mérida y sus alrededores son el destino de ensueño para tu día de ensueño ???

Conoce a Mérida como destino de bodas dando clic en el siguiente enlace: https://visitmerida.mx/eventsVisit/10
-
Mérida and its surroundings are the dream destination for your dream day ???

Learn more about Mérida as a wedding destination by clicking on the following link: https://visitmerida.mx/eventsVisit/10

#VisitMeridaMx

??: @haciendasandiegocutz",mérida alrededores destino ensueño día ensueño conoce mérida destino bodas dando siguiente érida and its surroundings are the dream destination for your dream day learn more about mérida wedding destination clicking the following visit merida,434,242,['VisitMeridaMx'],"['visit', 'merida']",['haciendasandiegocutz'],[]
72,"a person in a kayak pad pada, green waters, green water, green sea, drone photograph, drone photograpghy, green ocean, an eerie whirlpool, drone photography, shot from a drone, color aerial photo drone, dark green water, aerial shot from the drone, drone photo, drone shot, drone view, sea serpent, drone perspective",person kayak pad pada waters water sea drone photograph drone photograpghy ocean eerie whirlpool drone photography shot drone aerial drone dark water aerial shot drone drone drone shot drone view sea serpent drone perspective,316,225,"¡Un último recuerdo del Carnaval que gozamos! ??

El carro alegórico de Visit Mérida Mx estuvo acompañado de música, baile y la mejor compañía. ¡Gracias a todas las personas que participaron y nos saludaron! 

¡Hasta el 2024! ??

-

One last memory of the Carnival that we enjoyed! ??

The allegorical float of Visit Mérida Mx was accompanied by music, dance and the best company. Thank you to everyone who participated and greeted us!

Until 2024! ??

#VisitMeridaMx #LaFiestaDeLaCiudad",último recuerdo carnaval gozamos carro alegórico visit mérida acompañado música baile mejor compañía todas personas participaron saludaron last memory the carnival that enjoyed the allegorical float visit mérida was accompanied music dance and the best company thank you everyone who participated and greeted until visit merida fiesta ciudad,487,341,"['VisitMeridaMx', 'LaFiestaDeLaCiudad']","['visit', 'merida', 'fiesta', 'ciudad']",[],[]
73,"a white statue sitting in front of a house, tlaquepaque, the temple of truth is white, pueblo architecture, marble white columns, white marble sculpture, outdoor art installation, parks and monuments, covered outdoor stage, museum sculpture, outdoors mesa setting, some marble statues can be seen, whitewashed buildings, statue is a fountain, sculpture on display, fountain",statue sitting front house tlaquepaque temple truth pueblo architecture marble columns marble sculpture outdoor art installation parks monuments covered outdoor stage museum sculpture outdoors mesa setting marble statues seen whitewashed buildings statue fountain sculpture display fountain,373,290,"#BuenosDías ??

No queremos dejar pasar el subir una foto del árbol de maculí ?? que, a pesar de brindarnos floraciones efímeras, y en ocasiones, impredecibles, su presencia viste con elegancia las calles y avenidas de Mérida.

-

#GoodMorning ??

We don't want to let go the chance of uploading a photo of the maculí tree ?? which, despite giving us ephemeral and sometimes somewhat unpredictable blooms, its presence elegantly adorns the streets and avenues of Mérida.

#VisitMeridaMx",queremos dejar pasar subir árbol maculí pesar brindarnos floraciones efímeras ocasiones impredecibles presencia viste elegancia calles avenidas don want let the chance uploading the maculí tree which despite giving ephemeral and sometimes somewhat unpredictable blooms its presence elegantly adorns the streets and avenues mérida buenos good morning visit merida,486,362,"['BuenosDías', 'GoodMorning', 'VisitMeridaMx']","['buenos', 'good', 'morning', 'visit', 'merida']",[],[]
74,"a man sitting at a bar with a drink, cocktail bar, cozy dark 1920s speakeasy bar, background bar, bar background, speakeasy bar background, speakeasy, bar, inside a bar, dive bar with a karaoke machine, iconostasis in the bar, 1 9 2 0's style speakeasy",man sitting bar drink cocktail bar cozy dark speakeasy bar bar bar speakeasy bar speakeasy bar inside bar dive bar karaoke machine iconostasis bar style speakeasy,252,162,"Comienza a preparar tu fin de semana con una de las siete maravillas del mundo: Chichén Itzá. 

¡Visítala y maravíllate con el esplendor de esta antigua ciudad maya!

??A poco menos de 2 horas de #Mérida ?

-
Start preparing your weekend with one of the seven wonders of the world: Chichén Itzá.

Visit it and marvel at the splendor of this ancient Mayan city!

??A little less than 2 hours from #Merida ?

??: @aventuratravelera",comienza preparar fin semana siete maravillas mundo chichén itzá maravíllate esplendor antigua ciudad maya menos horas preparing your weekend with one the seven wonders the world chichén and marvel the splendor this ancient mayan city little less than hours from rida merida,429,274,"['Mérida', 'Merida']","['rida', 'merida']",['aventuratravelera'],[]
