"prompt_original_en","descripcion_original_en","prompt_traducido_es","descripcion_traducida_es","prompt_procesado_es","descripcion_procesada_es"
"the arch of the arch of triumph, which was built in the early, dry archways, arch, archs and walls, 1987 photograph, 1990 photograph, massive arch, 1981 photograph, there are archways, 1 9 8 5 photograph, by Wolf Vostell, damaged vine bridge, 1999 photograph","Un periódico de 1841 publicó este episodio cuando John Lloyd Stephens y Fréderick Catherwood visitaron ( y exploraron Uxmal), ante el ""dueño"" de esas ruinas y piedras mayas. El señor Simón Peón le quiso poner precio o degradar a los monumentos, para que se exhibieran en USA. Bonita idea. Lo más interesante es que Stephens dio esa respuesta. 
Y hoy decimos 
#ElPatrimonioNoSeVende #LasRaícesHablan . Lo dejo aquí como un testimonio de que nuestras ciudades y pueblos originarios NO tienen precio.

?? Uxmal Yucatán México","El arco del arco del triunfo, que se construyó en los primeros arcos secos, arcos, arcos y paredes, fotografía de 1987, fotografía de 1990, arco masivo, fotografía de 1981, hay arcos, 1 9 8 5 fotografía, de Wolf Vostell, puente de vino dañado, fotografía de 1999","Un Periódico de 1841 Publicó Este Episodio Cuando John Lloyd Stephens y Frénderick Catherwood Visitaron (Y Exploraron Uxmal), Ante El ""Dueño"" de Esas Ruinas y Piedras Mayas. El Señor Simón Peón le Quiso Poner cómo degradar A Los Monumentos, para que se exhibieran en EE. UU. Idea de bonita. Lo Más Interesante es que Stephens Dio Esa Respesta. 
Y Hoy decimos 
#Elpatrimonionosevende #Lasraíceshablan. Lo dejo Aquí como testimonio de que nuestras ciUdades y pueblos originarios no tienen precio.

? Uxmal Yucatán México","arco arco triunfo se construyo primeros arcos secos arcos paredes 1987 1990 arco masivo 1981 hay arcos wolf vostell puente vino danado 1999","periodico 1841 publico episodio john lloyd stephens frenderick catherwood visitaron y exploraron ante dueno esas ruinas piedras mayas senor simon peon le quiso poner degradar monumentos exhibieran ee uu idea bonita lo interesante stephens dio esa respesta hoy decimos patri moni ono seven ra ice shab lan lo dejo aqui testimonio nuestras ciudades pueblos originarios tienen precio mexico"
"a black and white photo of a mountain with a large building on top, by David Wojnarowicz, 1920s archeologically photo, black and white matte painting, cai guo-qiang, by Wolf Vostell, by Toshiko Okanoue, insanely detailed matte painting, by Julian Schnabel, stanley donwood","Año 1952. Turista tomando un descanso en una típica hamaca yucateca, a pie de la Pirámide del Adivino en la zona arqueológica de Uxmal, Yucatán.

Fotografía del Instituto Getty / Earl Leaf

Fotografía editada para una mejor presentación por @yucatanpasadoglorioso","Una foto en blanco y negro de una montaña con un gran edificio en la parte superior, de David Wojnarowicz, 1920, de la década de 1920, foto arqueológica, pintura mate en blanco y negro, Cai Guo-Qiang, de Wolf Vostell, de Toshiko Okanoue, Insvolcle Insvanamente detallada, por Julian Schnabel, Stanley Donwood","Año 1952. Turista Tomando un Descanso en una típica hamaca yucateca, un pastel de la pirámide del adivino en la zona arqueológica de uxmal, yucatán.

Fotografía del Instituto Getty / Earl Leaf

Fotografía editada para una mejor presente por @yucatanpasadoglorioso","montana parte superior david wojnarowicz arqueologica pintura mate cai guo qiang wolf vostell toshiko okanoue insvolcle insvanamente detallada julian schnabel stanley donwood","1952 turista tomando descanso tipica hamaca yucateca pastel piramide adivino instituto getty earl leaf editada mejor presente"
"the ruins of the maya mayan in mexico, monumental giant palace, huge old ruins, maya temples, ancient city ruins, huge giant old ruins, 1990 photograph, beautiful ancient ruins behind, ancient ruins, not ruins, 1999 photograph, ancient ruins behind, ancient city of white stone, post apocalyptic ancient ruins, yann arthus - bertrand","La Reina Isabel II de Inglaterra y su esposo el Príncipe Felipe de Edimburgo hicieron un recorrido por la zona arqueológica de Uxmal un 27 de Febrero de 1975, en una visita histórica de la monarquía a Yucatán, que abarcó diferentes puntos de la Península y otras partes de México. 

Edición @yucatanpasadoglorioso","Las ruinas del maya maya en México, el palacio gigante monumental, enormes ruinas viejas, templos mayas, ruinas antiguas de la ciudad, enormes ruinas gigantes viejas, fotografía de 1990, hermosas ruinas antiguas y antiguas ruinas antiguas, no ruinas, fotografía de 1999, ruinas antiguas detrás, ciudad antigua de piedra blanca, ruinas antiguas post apocaltáticas, arthus y arthus bertrand bertrand atrasado.","La reina Isabel II de Inglaterra y Su Esposo el Príncipe Felipe de Edimburgo Hicieron un recorrido por la Zona arqueológica de uxmal un 27 de febrero de 1975, en una visita a la visita histórica de la monarquía a yucatán, que abarcó diferentes México. 

Edición @yucatanpasadoglorioso","mexico enormes viejas 1990 1999 blanca post apocaltaticas arthus bertrand atrasado","reina isabel ii inglaterra esposo principe felipe edimburgo hicieron recorrido 27 febrero 1975 historica monarquia abarco diferentes mexico edicion"
"the ruins of the mayan in the yucatan jungle, pyramid surrounded with greenery, amazon jungle, lost world pyramid, aerial view of an ancient land, ancient alien jungle, lost city, ancient jungle, a massive cathedral in a forrest, ancient ruins in the forest, monumental giant palace, mayan temple in the jungle, amazon rainforest background, jungle in background, pyramids in background","La Reina Isabel II de Inglaterra realizó una histórica visita a la Zona Arqueológica de Uxmal el 27 de Febrero de 1975. El pasado 6 de febrero cumplió 70 años de reinado.

Fotografía @headofwindsor

Edición @yucatanpasadoglorioso","Las ruinas de los mayas en la jungla de Yucatán, la pirámide rodeada de vegetación, la jungla de Amazon, la pirámide del mundo perdido, la vista aérea de una antigua tierra, la antigua jungla alienígena, la ciudad perdida, la antigua jungla, una catedral masiva en una frontera, ruinas antiguas en el bosque, monumental palacio, templo maya de la jungla, la selva amazon, el fondo, el fondo de la jungla, el fondo del fondo, el fondo monumental, el templo maya de la jungla, la selva amazon, el fondo de la jungla, el fondo del fondo, el fondo del fondo del fondo del fondo, el fondo de la jungle de la jungle de la selva de la jungla, el fondo, el fondo del fondo, el fondo del fondo del fondo, el fondo del fondo del fondo, el fondo del fondo, en el fondo, en el fondo, en el fondo, en el fondo, en el fondo, en el fondo, en el fondo, en el fondo, en el fondo, en el fondo, en el fondo, en el fondo, en el fondo.","La Reina Isabel II de Inglaterra Realizó una histórica visita a la zona arqueológica de uxmal el 27 de febrero de 1975. El pasado 6 de febrero cumplió 70 años de reinado.

Fotografía @headofwindsor

Edición @yucatanpasadoglorioso","yucatan rodeada vegetacion amazon mundo perdido vista aerea tierra alienigena perdida catedral masiva frontera selva amazon jungle jungle selva","reina isabel ii inglaterra realizo historica 27 febrero 1975 pasado 6 febrero cumplio 70 anos reinado edicion"
"a man sitting down in the woods with a bowl of food, luis nieves sr, miner kilbourne kellogg, fred flintstone eating tamales, klaus schwab eating bugs, inspired by Ralph Burke Tyree, cuban setting, hulton archives, puerto rico, george floyd, frank stephenson, elliot anderson, american canteen, gridless, 1950s photograph","1987 Mi primera visita a Uxmal 

?? Tomás Williams","Un hombre sentado en el bosque con un tazón de comida, Luis Nieves SR, Miner Kilbourne Kellogg, Fred Flintstone comiendo Tamales, Klaus Schwab Eating Bugs, inspirado por Ralph Burke Tyree, Cuban Setting, Hulton Archives, Puerto Rico, George Floyd, Frank Stephenson, Elliot y American Canteen, Granhon, 1950ss, 1950, 1950, 1950, 195.","1987 Mi Primera VisitA A Uxmal 

? Tomás Williams","sentado tazon comida luis nieves sr miner kilbourne kellogg fred flintstone comiendo tamales klaus schwab eating bugs inspirado ralph burke tyree cuban setting hulton archives puerto rico george floyd frank stephenson elliot american canteen granhon 1950ss 1950 195","1987 mi primera tomas williams"
"a newspaper with a picture of a man in a suit, helio oiticica, tabloid photo, by Penny Rimbaud, circa 1 9 7 9, real photograph on the street, mexican vaquero, photo of the girl, circa 1970, heraldo ortega, foto realista, circa 1982, guerilla heroico","Mundo maya, colección de fotos desde Ucrania","Un periódico con una foto de un hombre con traje, Helio Oiticica, foto sensacionalista, de Penny Rimbaud, alrededor de 1 9 7 9, Fotografía real en la calle, Vaquero mexicano, Foto de la niña, alrededor de 1970, Heraldo Ortega, Foto Realista, Circa 1982, Guerilla Heroico","Mundo Maya, Coleción de Fotos Desde Ucrania","periodico traje helio oiticica sensacionalista penny rimbaud alrededor real calle vaquero mexicano nina alrededor 1970 heraldo ortega realista circa 1982 guerilla heroico","mundo colecion fotos ucrania"
"a man standing in front of a pyramid, ancient megastructure pyramid, ancient pyramid, pyramid portal, pyramid, pyramids in the background, golden pyramids, beautiful ancient ruins behind, lost world pyramid, pyramids, standing before ancient ruins, pyramid in background, giant tomb structures, pyramid surrounded with greenery, ancient ruins behind, maya temples, pyramids style, giant majestic archways","Uxmal uno de los más importantes yacimientos arqueológicos de la cultura Maya, localizado en el municipio de Muna, Yucatán.

Fotografía de @maarcoski / Março Sáenz

Edición @yucatanpasadoglorioso","Un hombre parado frente a una pirámide, pirámide de megaestructura antigua, pirámide antigua, portal de pirámide, pirámide, pirámides en el fondo, pirámides doradas, hermosas ruinas antiguas, pirámides perdidos, pirámides, ruinas de pie ante las antiguas ruinas, pirámides, estructuras de tumbas gigantes, pirámides rodeados de vegetación, antiguas ruinas, pueden de forma ruina, pirámides, pyramids, piramas arcos majestuosos","Uxmal Uno de los Más IMPORTANTES YACIMIENTOS ARQUEOLÓGICOS DE LA CULTURA Maya, Localizado en El Municipio de Muna, Yucatán.

Fotografía de @maarcoski / Março Sáenz

Edición @yucatanpasadoglorioso","parado frente portal piramides piramides doradas piramides perdidos piramides ante piramides tumbas piramides rodeados vegetacion pueden forma ruina piramides pyramids piramas arcos majestuosos","uno importantes yacimientos arqueologicos cultura localizado municipio marco saenz edicion"
"the ruins of the mayan ruins in chila, mexico, pyramid portal, monumental giant palace, brutalist aztec architecture, ancient megastructure pyramid, archs and walls, symmetric matte painting, surrealistic roman architecture, aztec architecture, maya temples, mayan, symmetrically centered, ancient alien portal, image split in half, mayan style, perfect symmetrical image","Uxmal una poesía hecha piedra.. 

?? https://instagram.com/simonnorfolkstudio?utm_medium=copy_link","Las ruinas de las ruinas mayas en Chila, México, portal piramidal, palacio gigante monumental, arquitectura azteca brutalista, megestructura antigua piramidal, arcos y muros, pintura mate simétrica, arquitectura romana surrealista, symitectura de la arquitectura perfecta, maya Maya, mayas mayas, centradas en la imagen alienígena antigua, la imagen, la imagen, la imagen de la imagen, la imagen de la imagen, la imagen, la imagen, la imagen, la imagen, la imagen, la imagen, la imagen, la imagen, la imagen, la imagen más alta, la imagen, la imagen, la imagen, la imagen, la imagen, la imagen, la imagen, la imagen, la imagen, la imagen, la imagen más alta, la imagen de la imagen, la imagen, la imagen, la imagen, la imagen, la imagen, la imagen más alta, la imagen de la imagen, la imagen, la imagen, la imagen, la imagen, la imagen, la imagen, la imagen más alta, la imagen de la imagen.","Uxmal una poesía hecha piedra .. 

? https://instagram.com/simonnorfolkstudio?utm_medium=copy_link","chila mexico portal piramidal brutalista megestructura piramidal arcos muros pintura mate simetrica romana surrealista symitectura perfecta centradas imagen alienigena imagen imagen imagen mas alta imagen imagen imagen mas alta imagen imagen mas alta imagen imagen imagen mas alta imagen imagen","poesia hecha piedra https instagram com simonnorfolkstudio utm medium copy link"
"a pile of rubble on a hill, old photo of a creepy landscape, landfill, 1 9 4 8 photo, 1 9 4 0 picture, 1 9 3 8 photo, photo 1960, destroyed mountains, landslide road, old photo from the 1930s, occasional small rubble, 1930 photo, 1 9 4 7","?? visita del General Álvaro Obregón a Uxmal en 1920. Una foto que un fotógrafo famoso de Mérida, de origen español, tomó cuando el candidato a la presidencia de México, pasó por Uxmal. No lo publico (a él) pero fue en esas fechas y en esos días de campaña.

?? ?? Martin Enrique","Una pila de escombros en una colina, foto vieja de un paisaje espeluznante, vertedero, 1 9 4 8 Foto, 1 9 4 0 Imagen, 1 9 3 8 Foto, foto 1960, Montañas destruidas, Road deslizantes, Foto antigua de la década de 1930, Combacos pequeños ocasionales, 1930 Foto, 1 9 4 7 7","? Visita del General Álvaro Obregón A Uxmal en 1920. Una Foto que un Fotógrafo Famoso de Mérida, de Origen Español, Tomó Cuando el Candidato a la Presidencia de México, Pasó por uxmal. No lo público (a él) Pero fue en esas fechas y en Esos días de Campaña.

? ? Martin Enrique","pila escombros colina vieja paisaje espeluznante vertedero 4 4 imagen 1960 montanas destruidas road deslizantes 1930 combacos pequenos ocasionales 1930 4","general alvaro obregon 1920 fotografo famoso merida origen espanol tomo candidato presidencia mexico paso lo publico a pero esas fechas esos dias campana martin enrique"
"the sun sets over the ruins of chila, mexico, pyramid ruins at sundown, ancient megastructure pyramid, ancient pyramid, maya temples, temple of the sun, mayan, pyramid surrounded with greenery, lost world pyramid, pyramid, pyramid portal, giant aztec spaceship, monumental giant palace, aztec architecture, sacred ancient architecture, mayan style, large temples, cathedral of sun","Uxmal: portal místico de entrada a la #RutaPuuc ???

La Zona Arqueológica de #Uxmal, conocida como la Tres Veces Construida y declarada Patrimonio Cultural de la Humanidad por la UNESCO en 1996.

¡Visítala! ?? https://bit.ly/3gLleAM","the sun sets over the ruins of chila, mexico, pyramid ruins at sundown, ancient megastructure pyramid, ancient pyramid, maya temples, temple of the sun, mayan, pyramid surrounded with greenery, lost world pyramid, pyramid, pyramid portal, giant aztec spaceship, monumental giant palace, aztec architecture, sacred ancient architecture, mayan style, grandes templos, catedral del sol","Uxmal: Portal MÍSTICO DE ENTRADA A LA #RUTAPUUC ???

La Zona Arqueológica de #uxmal, Conocida como la Tres Veces Construida y Declarada Patrimonio Cultural de la Humanidad por la UNESCO EN 1996.

¡Visítala! ? https://bit.ly/3glleam","sun sets ruins chila mexico pyramid ruins sundown ancient megastructure pyramid ancient pyramid temples temple sun mayan pyramid surrounded greenery lost world pyramid portal giant aztec spaceship giant palace aztec architecture sacred ancient architecture mayan style grandes catedral sol","portal mistico entrada ru tapu uc conocida tres veces construida declarada patrimonio cultural humanidad unesco 1996 visitala https bit ly 3glleam"
"a man standing on top of a rock looking at the ruins, maya temples, ancient ruins behind her, panorama of crooked ancient city, in ancient city ruins, beautiful ancient ruins behind, ancient city ruins, panoramic centered view of girl, ancient ruins and waterfalls, ancient ruins in the background, beautiful panoramic imagery, standing before ancient ruins, wide angle lens photography","La llamada Reina de Uxmal es esta pieza elaborada entre el 600-900 d.C. en la zona arqueológica mencionada en #Yucatán. Posiblemente es el retrato de un gobernante o sacerdote con escarificaciones en forma de espirarl en el rostro.Emerge de las fauces de una serpiente estilizada.

Vía: El Espejo Humeante","Un hombre parado sobre una roca mirando las ruinas, templos mayas, ruinas antiguas detrás de ella, panorama de la ciudad antigua torcida, en ruinas antiguas de la ciudad, hermosas ruinas antiguas detrás, ruinas antiguas de la ciudad, vista panorámica centrada de niña, ruinas antiguas y cascadas, ruinas antiguas en el fondo, imágenes panorámicas, imágenes de pie antes de las ruinas antiguas, ruidos de amplio angular en ángulo","La Llamada Reina de Uxmal es Esta PiLAZA Elaborada Entre El 600-900 D.C. en la zona arqueológica mencionada en #yucatán. Poshibe es el retrato de un Gobernante o sacerdota concarificaciones en forma de espirarl en el Rostro. EMERGE DE LAS FAUCES DE UNA SERPIENTE ESTILIZADA.

Vía: El espejo humeante","parado sobre roca mirando ella panorama torcida vista panoramica centrada nina cascadas panoramicas antes ruidos amplio angular angulo","llamada reina pilaza elaborada entre 600 900 d c mencionada poshibe retrato gobernante sacerdota concarificaciones forma espirarl rostro emerge fauces serpiente estilizada via espejo humeante"
"the ruins of the ancient city of chila, maya temples, mayan, beautiful ancient ruins behind, monumental giant palace, ancient ruins behind, mayan style, temple of the sun, ancient ruins in the background, standing before ancient ruins, large temples, ancient city ruins, white stone temple ruins, mayan temple in the jungle, ancient megastructure pyramid","¡Impresionante el adivino!

?? JD Bertoni","Las ruinas de la antigua ciudad de Chila, templos mayas, mayas, hermosas ruinas antiguas detrás, palacio gigante monumental, ruinas antiguas detrás, estilo maya, templo del sol, ruinas antiguas en el fondo, de pie ante las ruinas antiguas, grandes templos de la ciudad, ruinas de templo de piedra blanca, templo mayas en la jungla.","¡Prensa El Adivino!

? JD Bertoni","chila sol ante grandes blanca","prensa adivino jd bertoni"
"a building with a projection projected on it, projection mapping, projection design installation, colorful projections, colorful detailed projections, colored projections, 3 6 0 projection, digital graffiti landscape, reflection lumen mapping, digital walls, holographic projection, lan mcque, led screens, painted on a giant wall, digital screens on the walls, wall painting, 3d lighting","Personas afortunadas escalando la pirámide del adivino en uxmal 

Créditos a quien corresponda..","Un edificio con una proyección proyectada, mapeo de proyección, instalación de diseño de proyección, proyecciones coloridas, coloridas proyecciones detalladas, proyecciones de colores, 3 6 0, proyección, paisaje digital de graffiti, mapeo de lúmenes de reflexión, paredes digitales, proyección holográfica, Lan Mcque, pantallas lideradas, pintados en una pared gigante, pantallas de luz digital en las paredes, dolores de paredes, dolor de paredes 3D.","Personas Afortunadas Escalando La Pirámide del Adivino en uxmal 

Créditos un quien correspondiente ..","proyeccion proyectada mapeo proyeccion instalacion diseno proyeccion proyecciones coloridas proyecciones detalladas proyecciones colores proyeccion paisaje digital graffiti mapeo lumenes reflexion paredes digitales proyeccion holografica lan mcque pantallas lideradas pintados pantallas luz digital paredes dolores paredes dolor paredes 3d","personas afortunadas escalando piramide adivino creditos quien correspondiente"
"a man standing next to a jeep in the woods, film still of barack obama, screenshot of found footage, jeep in background, color film still 1 9 7 7, still from a music video, screenshot from a movie, still shot from movie, mud, 1 9 8 0 movie still, mahindra thar, still from a movie, still from a nature documentary","Que bellos momentos en uxmal. 

?? - @luis_morales_jr","Un hombre parado junto a un jeep en el bosque, película todavía de Barack Obama, captura de pantalla de imágenes encontradas, jeep en el fondo, película en color todavía 1 9 7 7, todavía de un video musical, captura de pantalla de una película, todavía filmada desde la película, lodo, 1 9 8 0 película todavía, Mahindra Thar, todavía de una película, todavía de un documental de la naturaleza.","Que bellos momentos en uxmal. 

? - @Luis_Morales_Jr","parado junto jeep pelicula todavia barack obama captura pantalla encontradas jeep pelicula color todavia todavia video musical captura pantalla pelicula todavia filmada desde pelicula lodo pelicula todavia mahindra thar todavia pelicula todavia documental naturaleza","bellos momentos"
"a newspaper piece with a picture of a man in a suit, circa 1958, jacqueline e, circa 1970, circa 1969, circa 1 9 6 9, 1958, 1 9 5 8, 1959, circa 1 9 7 9, 1 9 6 1, 1961, 1962","Conoce los vuelos panorámicos en Yucatán, visita Uxmal desde el aire con @iflyaviacion  @iflyexperience  @bwwoolrich","Una pieza de periódico con una foto de un hombre con traje, alrededor de 1958, Jacqueline E, alrededor de 1970, alrededor de 1969, alrededor de 1 9 6 9, 1958, 1 9 5 8, 1959, alrededor de 1 9 7 9, 1 9 6 1, 1961, 1962","Conoce Los Vuelos Panorámicos en Yucatán, VisitA Uxmal Desde el Aire Con @iflyaviacion @iflyExperience @BWWoolrich","pieza periodico traje alrededor 1958 jacqueline e alrededor 1970 alrededor 1969 alrededor 1958 1959 alrededor 1961 1962","conoce vuelos panoramicos aire"
"a group of men riding horses down a dirt road, damaged vine bridge, 1920s archeologically photo, foto realista, restored photo, trench crusade, historical footage, steel bull run, real photograph, live-action archival footage, realistic old photo, realistic old photograph, aqueducts, historical photo, photo realisitc","?????? ATENCIÓN ??????

ESTE MARTES 9 DE NOVIEMBRE ABRE AL PUBLICO ""ECOS DE UXMAL""

De lunes a domingo; Habrá tres presentaciones por día: a las 19:30 horas, a las 20:15 horas y a las 21 horas. 

A partir de este lunes 8, los interesados podrán adquirir sus boletos en la página culturyucatan.com, donde hallarán información y los enlaces respectivos. Las entradas también se vendrán en las taquillas del parador turístico.","Un grupo de hombres montando a caballo por un camino de tierra, un puente de vid dañado, una foto arqueológica de la década de 1920, Foto Realista, foto restaurada, cruzada de trincheras, metraje histórico, acero Bull Run, fotografía real, imágenes de archivos de acción en vivo, foto antigua realista, fotografía antigua realista, acuquesceductos, foto histórica, foto realisitc.","?????? ¿Atención ??????

ESTE MARTES 9 de Noviembre Abre Al Publico ""Ecos de Uxmal""

De Lunes un domingo; Habrá Tres Presentaciones Por Día: A Las 19:30 Horas, A Las 20:15 Horas y A Las 21 Horas. 

Un Partir de Este Lunes 8, Los Interesados ​​podrán adquirir Sus Boletos en la Página culturyucatan.com, Donde Hallarán Información y Los enjues Respetivos. Las Entradas También se Vendrán en Las Taquillas del Parador Turísstico.","grupo hombres montando caballo camino tierra puente vid danado arqueologica realista restaurada cruzada trincheras metraje historico acero bull run real archivos accion vivo realista realista acuquesceductos historica realisitc","atencion martes 9 noviembre abre publico ecos lunes domingo habra tres presentaciones dia 19 30 horas 20 15 horas 21 horas partir lunes 8 interesados podran adquirir sus boletos pagina culturyucatan com donde hallaran informacion enjues respetivos entradas tambien vendran taquillas parador turisstico"
"a large pyramid with a bird flying over it, ancient megastructure pyramid, ancient pyramid, lost world pyramid, pyramid ruins at sundown, ruined alien structures, old ruins tower, maya temples, beautiful ancient ruins behind, ancient ruins in the background, an intact ancient alien ship, pyramid, ruins in the background, pyramid surrounded with greenery, giant tomb structures","El palacio del gobernador en Uxmal, Yucatán en México. En una fotografía tomada en el año de 1882 por el explorador francés Désiré Charnay.","Una gran pirámide con un pájaro volando sobre ella, la antigua pirámide de la megaestructura, la antigua pirámide, la pirámide del mundo perdido, las ruinas de la pirámide al atardecer, las estructuras alienígenas en ruinas, la torre de las viejas ruinas, los templos mayas, hermosas ruinas antiguas, ruinas antiguas en el fondo, un antiguo barco antiguo intacto, pirámides, ruinas, ruinas en el fondo, pirámides cerca de greenery, green ruinas gigantes, timbes de la antigua nave alienígena.","El Palacio del Gobernador en Uxmal, Yucatán en México. En una fotografía Tomada en el Año de 1882 por el Explorador Francés Désiré Charnay.","pajaro volando sobre ella mundo perdido al atardecer alienigenas torre viejas antiguo barco antiguo intacto piramides piramides cerca greenery green timbes nave alienigena","palacio gobernador mexico tomada 1882 explorador frances desire charnay"
"a large building in the middle of a desert, white stone temple ruins, maya temples, ancient ruins behind, ruins in the background, ancient ruins in the background, pyramid in background, ruins on the background, ancient city ruins, ancient megastructure pyramid, beautiful ancient ruins behind, monumental giant palace, mayan, ancient city of white stone, temple of the sun, ancient pyramid","Los precursores y pioneros del turismo en Muna Don Hector Arana Cabrera y Don Luis Arana Bustillos (descanse en paz)

Sin lugar a dudas Muna ha destacado por ser un sitio turístico de interés y un tanto es debido a la cercanía con la Ruta Puuc, de los primeros guías que trajeron a innumerables conocedores de la cultura maya lo fueron don Héctor Arana Cabrera nacido en muna al igual que su hijo don Luis Arana en la Casa que se encuentra a contraesquina del parque
Fueron ellos los exploradores que llevaron a los primeros arqueólogos al buscar las ciudades mayas perdidas al sur de Yucatán, Quintana Roo y Campeche; como atestiguan numerosas cartas de agradecimiento suscritas por arqueólogos famosos y que Luis conserva como un recuerdo de pasadas y felices aventuras.
Pero esos antiguos guías exploradores no solo la hacían de choferes, ellos mismos preparaban los campamentos, cocinaban y la hacían de mecánicos cuando se necesitaba. Porque en esas expediciones, donde no había población alguna, necesitaban llevar refacciones, bandas, bujías, medicinas, tabaco y ron para las noches y sí, también hacer guardias en la noche mientras los turistas dormían.
Los campamentos de los custodios de los sitios arqueológicos, o de los campamentos madereros y chicleros eran los lugares ideales para pernoctar por la seguridad que los establecimientos ofrecían. Era muy importante mantener las amistades a lo largo de las rutas con estos amigos custodios o capataces de los campamentos, por lo que siempre llevaba pequeños regalos que tanto se aprecian en estas lejanas partes como un paquete de cigarrillos, una botella de ron, un buen cuchillo o un molino para carne. En la región Puuc los sitios intervenidos por el INAH, todos tienen chultunes y/o akalchés para proveer de agua a los vigilantes. Los vigilantes de los sitios alejados tienen sus descansos una vez cada dos semanas y de regreso llevan cargando las mercancías que van a consumir durante ese tiempo, naturalmente cuando Don Héctor los encontraba en el camino, lo menos que hacía por ellos era subir al Jeep la pesada carga, y si había algún lugar disponible llevaba a la esposa y niños hasta su destino en medio de la nada","Un gran edificio en medio de un desierto, ruinas del templo de piedra blanca, templos mayas, ruinas antiguas detrás, ruinas en el fondo, ruinas antiguas en el fondo, pirámide en el fondo, ruinas en el fondo, ruinas de la ciudad antigua, la antigua pirámide de la megaestructura, las hermosas ruinas antiguas detrás, el palacio gigante monumental, maya maya, la ciudad antigua de la piedra blanca, el temperamento de la antigua piramida, la antigua piramida de la antigua.","Los Precursores y Pioneros del Turismo en Muna Don Héctor Arana Cabrera y Don Luis Arana Bustillos (Descanse en Paz)

Sin Lugar A Dudas Muna Ha Destacado Por ser un Sitio Turísstico de Interés y un tanto es Debido a la Cercanía Con la Ruta puuc, de los primeros guías que trajeron un innumerables Conocedores de la culta maya lo fueron don héctor arana cabrera nacido en mune muna yeguuale de iguales de luos don don héctores en la Casa que se Encuentra A Contraesquina del Parque
Fueron Ellos Los Exploradores que Llevaron A Los Primeros Arqueólogos al Buscar las CiUdades Mayas Perdidas al Sur de Yucatán, Quintana Roo y Campeche; como atestiguan numerosas Cartas de Agradecimento suscritas por arqueólogos famosos y que luis conserva como un recuerdo de pasadas y Felices aventuras.
Pero Esos Antiguos Guías Exploradores No solo la Hacían de Choferes, Ellos Mismos Preparaban Los Campamentos, Cocinaban y La Hacían de Mecánicos Cuando Se Necesitaba. Porque en esas Expediciones, Donde no había Poblacia Alguna, Necesitaban Llevar Refaccions, Bandas, Bujías, Medicinas, Tabaco y Ron para Las Noches y Sí, También Hacer Hacer en La Noche Mientras Los Turistas Dormía.
Los Campamentos de Los Custodios de los Sitios Arqueológicos, O de los Campamentos Madereros y Chicleros Eran Los Lugares Ideales para Pernoctar por la Seguridad Que los Establecimientos de Precían. Era muy importante Mantener las Amistades A Lo Largo de Las Rutas con Estos Amigos Custodios o Capataces de los Campamentos, por lo que siempre Llevaba Pequeños Regalos Que tanto Se Aprecianos en Estas Lejanas partes Carne. En la región puuc los sitios intervenidos por el inah, Todos tienen Chultunes y/o akalchés para probador de agua a los vigilantes. Los Vigilantes de los sitios Alejados Tienen Sus Descansos una Vez Cada dos semanas y de Remeso Llevan Cargando las Mercancías que van A un consumir durante e tiempo, naturalmento cuando don héctor la encontraba en el camino, lo menos que hacía por elloal ERLOS ERLOS ERLOS ERLOS ERLELO Carga, y si había algún lugar disponible lllevaba a la esposa y niños Hasta su destino en medio de la nada","medio desierto blanca blanca temperamento piramida piramida","precursores pioneros turismo hector arana cabrera luis arana bustillos descanse paz sin lugar dudas ha destacado ser sitio turisstico interes tanto debido cercania ruta puuc primeros guias trajeron innumerables conocedores culta lo fueron hector arana cabrera nacido mune yeguuale iguales luos hectores casa encuentra contraesquina parque fueron ellos exploradores llevaron primeros arqueologos buscar ciudades mayas perdidas sur quintana roo campeche atestiguan numerosas cartas agradecimento suscritas arqueologos famosos luis conserva recuerdo pasadas felices aventuras pero esos antiguos guias exploradores solo hacian choferes ellos mismos preparaban campamentos cocinaban hacian mecanicos necesitaba porque esas expediciones donde habia poblacia alguna necesitaban llevar refaccions bandas bujias medicinas tabaco ron noches si tambien hacer noche mientras turistas dormia campamentos custodios sitios arqueologicos campamentos madereros chicleros eran lugares ideales pernoctar seguridad establecimientos precian era muy importante mantener amistades lo largo rutas estos amigos custodios capataces campamentos lo siempre llevaba pequenos regalos tanto aprecianos estas lejanas partes carne region puuc sitios intervenidos inah todos tienen chultunes y o akalches probador agua vigilantes vigilantes sitios alejados tienen sus descansos vez cada dos semanas remeso llevan cargando mercancias van consumir durante e tiempo naturalmento hector encontraba camino lo menos hacia elloal erlos erlelo carga si habia algun lugar disponible lllevaba esposa ninos hasta destino medio nada"
