texto_original,texto_limpio,texto_procesado,cluster,tema_principal,ciudad
"El #desayuno perfecto: significant other + platillos deliciosos 🤤 💗 

Estos son los mejores lugares para que armes tu fórmula especial y te tomes la mejor selfie. 

🧇 @biolento_ 
🥞 @leonela_cafe_bistro 
🥨 @damiana.cafe","el de say uno perfecto significant other  platillos deliciosos   

estos son los mejores lugares para que armes tu formula especial y te tomes la mejor selfie 

  
  
 cafe",say perfecto significant other platillo delicioso mejor lugar armes formula especial tomser selfie cafe,2,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"Bye bye al calor 🌡️ 👋 
Nada más fresco que una #nieve de garrafa:

🍧 La Garrafería
🍦 La Casita
🍨 Nieves Chapalita 

Rólanos tu foto para saber qué sabor es el más popular.","bye bye al calor   
nada mas fresco que una ni eve de garrafa

 la garraferia
 la casita
 nieves chapalita 

rolanos tu foto para saber que sabor es el mas popular",bye calor fresco eve garrafa garraferia casita nieve chapalita ro él yo foto sabor popular,4,él,GUADALAJARA_CORPUS_LIMPIO
"Antes de mudarme a la CDMX preparé para ustedes este video, porque no quería irme de Guadalajara sin cerrar con broche de oro. La capital tapatía está en lista de los mejores lugares para visitar del mundo de la revista TIME, es un destino turístico muy interesante y desde hace varios años su propuesta gastronómica ha crecido enormemente.

Si ya están listos para planear su próxima visita, no olviden darse una vuelta por las redes de la Oficina de Visitantes y Convenciones de Guadalajara, a quienes agradecemos la realización de este video. Búsquenlos porque tienen miles de recomendaciones y los pueden ayudar a que su estancia sea increíble. #puroglow #visitaguadalajara #visitguadalajara @visita_guadalajara","antes de mudarme a la cdmx prepare para ustedes este video porque no queria irme de guadalajara sin cerrar con broche de oro la capital tapatia esta en lista de los mejores lugares para visitar del mundo de la revista time es un destino turistico muy interesante y desde hace varios anos su propuesta gastronomica ha crecido enormemente

si ya estan listos para planear su proxima visita no olviden darse una vuelta por las redes de la oficina de visitantes y convenciones de guadalajara a quienes agradecemos la realizacion de este video busquenlos porque tienen miles de recomendaciones y los pueden ayudar a que su estancia sea increible pur o glow visit a guadalajara visit guadalajara",mudar cdmx preparar queriar ir yo cerrar broche oro capital tapatia lista mejor lugar visitar mundo revista time destino turistico interesante ano propuesta gastronomico crecer enormemente listo planear proximo visita olvidar dar vuelta red oficina visitante convención agradecer realizacion video busquen él miles recomendación ayudar estancia increible pur glow visit guadalajara,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"🍧🍷🧁 ¡La fruta del dragón! 🍧🍷🧁 La fruta más deliciosa de #Guadalajara; mermeladas, licores, helados, disfruta de todo en nuestra ciudad no te lo puedes perder.

📸: @dilansaucedooo",la fruta del dragon  la fruta mas deliciosa de guadalajara mermeladas licores helados disfruta de todo en nuestra ciudad no te lo puedes perder,dragon fruta deliciós guadalajara mermelada licor helado disfrutar ciudad perder,2,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"🎺 Guadalajara, Guadalajara, tienes el alma más mexicana. ¡Ay, ay, ay, Guadalajara! 🎺

Ven a cantar tu canción mexicana favorita a #Guadalajara

¿Cuál elegirías tú?","guadalajara guadalajara tienes el alma mas mexicana ay ay ay guadalajara 

ven a cantar tu cancion mexicana favorita a guadalajara

cual elegirias tu",tienes alma ver cantar cancion mexicano favorito guadalajara elegiria,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"¡Vámonos de #shopping! 
Si buscas encontrar el outfit perfecto y comer en un buen restaurante, #Andares es tu mejor opción. 
¿Te vemos ahí? 👓

📸: @gess8","vamonos de shopping 
si buscas encontrar el outfit perfecto y comer en un buen restaurante and are s es tu mejor opcion 
te vemos ahi",vamono shopping buscar encontrar outfit perfecto comer restaurante and are opcion ver,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"¿Conoces el significado de nuestra bella #Minerva?

La estatua fue hecha con el objetivo de custodiar simbólicamente a #Guadalajara. Representa a la Diosa romana Minerva, pero está creada con rasgos indígenas, y a los pies se puede leer: “Justicia, Sabiduría y Fortaleza, custodian a esta leal Ciudad”.

Date una vuelta por Guadalajara y enamórate de su presencia. ❤️","conoces el significado de nuestra bella minerva

la estatua fue hecha con el objetivo de custodiar simbolicamente a guadalajara representa a la diosa romana minerva pero esta creada con rasgos indigenas y a los pies se puede leer justicia sabiduria y fortaleza custodian a esta leal ciudad

date una vuelta por guadalajara y enamorate de su presencia",conocer significado bello estatua hacer objetivo simbolicamente representar diosa romano minerva creado rasgo indigena pie leer justicia sabiduria fortaleza custodiar leal ciudad datar vuelta guadalajara enamorate presencia,0,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"🎭 La diversidad cultural se refleja en Guadalajara desde hace 200 años. 🎭 
La tradición y la modernidad se entrelazaron para crear un mosaico de experiencias. Desde el vibrante baile folklórico y la emotiva música de mariachi, hasta las innovadoras propuestas de arte y diseño, Guadalajara es un verdadero crisol de culturas. 

Ven y descubre la diversidad que hace de Guadalajara un destino único. 
#Somos200Años","la diversidad cultural se refleja en guadalajara desde hace 200 anos  
la tradicion y la modernidad se entrelazaron para crear un mosaico de experiencias desde el vibrante baile folklorico y la emotiva musica de mariachi hasta las innovadoras propuestas de arte y diseno guadalajara es un verdadero crisol de culturas 

ven y descubre la diversidad que hace de guadalajara un destino unico 
somos 200 a os",cultural reflejar ano tradicion modernidad entrelazar crear mosaico experiencia vibrante baile folklorico emotivo musica mariachi innovadora propuesta arte diseno crisol cultura ver descubrir diversidad guadalajara destino unico,0,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"En el Paseo Fray Antonio Alcalde se encuentra el ""Árbol Adentro"", una maravilla de la creatividad de #Guadalajara.

Esta #escultura, creada por José Fors, es un testimonio del pensamiento y la reflexión humanos, y se inspiró en un poema de Octavio Paz. 

¿Sabías que puedes subir a este árbol?

📸 @yessyz111","en el paseo fray antonio alcalde se encuentra el arbol adentro una maravilla de la creatividad de guadalajara

esta es cultura creada por jose fors es un testimonio del pensamiento y la reflexion humanos y se inspiro en un poema de octavio paz 

sabias que puedes subir a este arbol",paseo fray antonio alcalde adentro maravilla creatividad guadalajara cultura creado jose fors testimonio pensamiento reflexion humanos inspirar poema octavio paz sabio subir arbol,0,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"🧡 Guadalajara = diversidad.
💛 Guadalajara = respeto. 
💚 Guadalajara = inclusión. 
💜 Guadalajara = #GayGamesGDL. 

Sé parte de esta gran experiencia del 3 al 11 de noviembre
@gggdl2023","guadalajara  diversidad
 guadalajara  respeto 
 guadalajara  inclusion 
 guadalajara  gay games gdl 

se parte de esta gran experiencia del 3 al 11 de noviembre",diversidad respeto inclusion guadalajara gay games gdl experiencia noviembre,1,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"✨ Cazuelitas, birrias y mariachis✨ 
¿Alguna vez has estado en Tlaquepaque? 
Te invitamos a conocer este pueblo mágico lleno de cultura y arte. 

📸: @miguel_kurz","cazuelitas birrias y mariachis 
alguna vez has estado en tlaquepaque 
te invitamos a conocer este pueblo magico lleno de cultura y arte",cazuelita birria mariachi tlaquepaque invitar pueblo magico lleno cultura arte,0,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"#Guachimontones fue el centro ceremonial de la antigua civilización teuchitlán. 

En cada piedra y en cada terraza, encontrarás la huella de una sociedad increíble que dominaba el arte de los números y las estrellas. ✨⌛

¿Te animas a visitarlo?","gua c him on tones fue el centro ceremonial de la antigua civilizacion teuchitlan 

en cada piedra y en cada terraza encontraras la huella de una sociedad increible que dominaba el arte de los numeros y las estrellas 

te animas a visitarlo",gua him tón centro ceremonial antiguo civilizacion teuchitlan piedra terraza encontrarar huella sociedad increible dominar arte numero estrella animas visitar él,0,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"¡Inicia el @ficg en #Guadalajara!
 
No importa si eres un cinéfilo apasionado, un viajero curioso o simplemente alguien en busca de emociones, este es el lugar donde los sueños toman vida en la gran pantalla. 🎥💫","inicia el  en guadalajara
 
no importa si eres un cinefilo apasionado un viajero curioso o simplemente alguien en busca de emociones este es el lugar donde los suenos toman vida en la gran pantalla",iniciar guadalajara importar cinefilo apasionado viajero curioso simplemente busca emoción lugar sueno tomar vida pantalla,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"❤️🧡 💛 ¡Viva el amor! 💚 💙💜
Guadalajara se pinta de colores para celebrar la diversidad

#PrideGDL","viva el amor  
guadalajara se pinta de colores para celebrar la diversidad

pride gdl",vivir amor guadalajara pintar color celebrar diversidad pride gdl,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"❤️🧡 💛 ¡Viva el amor! 💚 💙💜
Guadalajara se pinta de colores para celebrar la diversidad

#PrideGDL","viva el amor  
guadalajara se pinta de colores para celebrar la diversidad

pride gdl",vivir amor guadalajara pintar color celebrar diversidad pride gdl,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"❤️🧡 💛 ¡Viva el amor! 💚 💙💜
Guadalajara se pinta de colores para celebrar la diversidad

#PrideGDL","viva el amor  
guadalajara se pinta de colores para celebrar la diversidad

pride gdl",vivir amor guadalajara pintar color celebrar diversidad pride gdl,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"La Plaza del Mariachi: un rincón lleno de historia y melodía. 

Ven a disfrutar de las serenatas y sumérgete en el corazón de la cultura tapatía. ¡No te lo pierdas! 🎶

📸 @carlosgab_viajaxmexico","la plaza del mariachi un rincon lleno de historia y melodia 

ven a disfrutar de las serenatas y sumergete en el corazon de la cultura tapatia no te lo pierdas",plaza mariachi rincon lleno historia melodia ver disfrutar serenata sumergete corazon cultura tapatia pierdar,2,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"¿Qué hacer cuando andas con puro morritx? les tenemos varias opciones para disfrutar este verano en la ciudad.
Bibliteca Juan José Arreola: 📕, cine, 🧩 y juegos de mesa.
@wokivia_: para jugar y desarrollar habilidades🛝
@cinemaliveguadalajara: 🌳cine al aire libre en Parque Metropolitano. 
@natgeoultimateexplorermx: 🕹️ realidad aumentada y 3D","que hacer cuando andas con puro morritx les tenemos varias opciones para disfrutar este verano en la ciudad
bibliteca juan jose arreola  cine  y juegos de mesa
 para jugar y desarrollar habilidades
 cine al aire libre en parque metropolitano 
  realidad aumentada y 3d",anda puro morritx opción disfrutar verano ciudad bibliteca juan jose arreola juegos mesa jugar desarrollar habilidad cine aire libre parque metropolitano realidad aumentado,0,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"Ven a descubrir el epicentro de la innovación en Guadalajara: ¡Ciudad Creativa! 

Conoce este emocionante lugar donde la tecnología y la creatividad se unen para transformar nuestra ciudad. ✨

📸 @felipemedel_t 
#VisitaGuadalajara #CiudadCreativa #Innovación","ven a descubrir el epicentro de la innovacion en guadalajara ciudad creativa 

conoce este emocionante lugar donde la tecnologia y la creatividad se unen para transformar nuestra ciudad 

  
visit a guadalajara ciudad cr eat iv a in nova ci n",ver descubrir epicentro innovacion creativo conocer emocionante lugar tecnologia creatividad unir transformar visit guadalajara ciudad eat nova,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"¡Descubre un rincón único en #Guadalajara! 

La Fuente de la Inmolación de Quetzalcóatl es una obra maestra que celebra nuestras raíces prehispánicas. 

¿Sabías qué la escultura pesa alrededor de 12 toneladas?

📷 @peters08sti","descubre un rincon unico en guadalajara 

la fuente de la inmolacion de quetzalcoatl es una obra maestra que celebra nuestras raices prehispanicas 

sabias que la escultura pesa alrededor de 12 toneladas",descubrir rincon unico guadalajara fuente inmolacion quetzalcoatl obra maestro celebrar raiz prehispanica sabio escultura pesar tonelada,0,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"✨🎤 Guadalajara está lista para vivir un día más del @coronacapitalgdl , sólo los tapatíos saben vivir de un buen festival. ✨🎤 

¡Los esperamos en el segundo día!","guadalajara esta lista para vivir un dia mas del   solo los tapatios saben vivir de un buen festival  

los esperamos en el segundo dia",guadalajara lista tapatio vivir festival esperar,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"Así suena nuestra afición cuando el amor por el fútbol va más allá de las diferencias, fuera del estadio todos somos tapatíos. ⚽❤️ 
Apoyemos a nuestros equipos @atlasfc @atlasfcfemenil @chivas @chivasfemenil 

#fútbol #Guadalajara #WeAre26","asi suena nuestra aficion cuando el amor por el futbol va mas alla de las diferencias fuera del estadio todos somos tapatios  
apoyemos a nuestros equipos     

f tbol guadalajara we are 26",sonar aficion amor futbol allo diferencia estadio tapatio apoyar equipo tbol guadalajara are,1,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"✨ ¡Explora la belleza única de Guadalajara! ✨
Desde sus deslumbrantes edificios históricos hasta su vibrante escena cultural, Guadalajara tiene algo para todos. Pasea por nuestras calles y maravíllate con la arquitectura colonial, los coloridos murales y los modernos diseños que cuentan la historia de nuestra ciudad. 💒🌆 Te invitamos a descubrir lo que nuestra ciudad tiene para ofrecer. ¡Te esperamos con los brazos abiertos! 

Gracias Isaac por compartirnos tu contenido.
📸: @isaacgudino

#VisitaGuadalajara","explora la belleza unica de guadalajara 
desde sus deslumbrantes edificios historicos hasta su vibrante escena cultural guadalajara tiene algo para todos pasea por nuestras calles y maravillate con la arquitectura colonial los coloridos murales y los modernos disenos que cuentan la historia de nuestra ciudad  te invitamos a descubrir lo que nuestra ciudad tiene para ofrecer te esperamos con los brazos abiertos 

gracias isaac por compartirnos tu contenido
 

visit a guadalajara",explorar belleza unico deslumbrante edificio historico vibrante escena cultural pasear calle maravillate arquitectura colonial colorido mural moderno diseno contar historia invitar descubrir ciudad ofrecer esperar brazo abierto gracias isaac compartir yo contenido visit guadalajara,0,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"🎢🌴Selva Mágica, un parque de diversiones lleno de adrenalina, diversión y mucha magia. 

🤩 Disfruta de las atracciones más emocionantes, como la Montaña Rusa Jaguar, el Torbellino y el Cyclón. 

¡Te esperamos para vivir una experiencia inolvidable! 🤗 

#VisitaGuadalajara","selva magica un parque de diversiones lleno de adrenalina diversion y mucha magia 

 disfruta de las atracciones mas emocionantes como la montana rusa jaguar el torbellino y el cyclon 

te esperamos para vivir una experiencia inolvidable  

visit a guadalajara",selva magica parque diversión lleno adrenalina diversion magia disfrutar atracción emocionante montana ruso jaguar torbellino cyclon esperar vivir experiencia inolvidable visit guadalajara,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"Un evento muy importante pasará en la ciudad, les pasamos recomendaciones para que se suban al ring 🥊 #CaneloRyder",un evento muy importante pasara en la ciudad les pasamos recomendaciones para que se suban al ring  canelo ryder,evento importante ciudad pasar recomendación subir ring canelo ryder,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"¡La gran pelea de Canelo Álvarez se acerca! 🥊
 Nuestro campeón regresa a casa para enfrentarse a John Ryder el 6 de mayo. ¡No te lo pierdas! 

#CaneloEnGuadalajara #CaneloRyder|","la gran pelea de canelo alvarez se acerca 
 nuestro campeon regresa a casa para enfrentarse a john ryder el 6 de mayo no te lo pierdas 

canelo en guadalajara canelo ryder",pelea alvarez acercar campeon regresar casa enfrentar él john mayo pierdar guadalajara canelo ryder,4,él,GUADALAJARA_CORPUS_LIMPIO
"🏺💖 La cerámica de Guadalajara: historia y patrimonio en cada pieza. 🌟 

Descubre Tlaquepaque y Tonalá, donde maestros artesanos fusionan técnicas ancestrales con estilos contemporáneos. ✨ 

Llévate a casa una parte de nuestra cultura. 🎨

#VisitaGuadalajara #CerámicaGDL #HistoriaYPatrimonio","la ceramica de guadalajara historia y patrimonio en cada pieza  

descubre tlaquepaque y tonala donde maestros artesanos fusionan tecnicas ancestrales con estilos contemporaneos  

llevate a casa una parte de nuestra cultura 

visit a guadalajara cer mica gdl historia y patri mon io",ceramica patrimonio pieza descubrir tlaquepaque tonala maestro artesano fusionar tecnica ancestral estilo contemporaneo llevatir casa cultura visit guadalajara cer mica gdl historia patri mon,0,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"🎶 Descubre el apasionante #JarabeTapatío en Guadalajara, nuestro baile típico que enciende los corazones con su música y colorido vestuario. 💃🕺

¡Te esperamos en Guadalajara para bailar al ritmo de nuestra historia!

#VisitaGuadalajara #FolkloreMexicano #CulturaViva","descubre el apasionante jara beta pat o en guadalajara nuestro baile tipico que enciende los corazones con su musica y colorido vestuario 

te esperamos en guadalajara para bailar al ritmo de nuestra historia

visit a guadalajara folklore mexicano cultura viva",descubrir apasionante jara beta pat baile tipico encender corazón musica colorido vestuario esperar bailar ritmo historia visit guadalajara folklore mexicano cultura vivo,2,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"🌟 ¿Alguna vez te preguntaste por qué se les llama tapatíos? 🤔 
Sumérgete en la historia, la cultura y la alegría que hace de Guadalajara un lugar único. 😍🇲🇽 

¡No te lo pierdas y comparte tu #OrgulloTapatío! 💃🌆 

#VisitaGuadalajara #TapatíoDeCorazón","alguna vez te preguntaste por que se les llama tapatios  
sumergete en la historia la cultura y la alegria que hace de guadalajara un lugar unico  

no te lo pierdas y comparte tu or gul lot a pat o  

visit a guadalajara tap at ode coraz n",preguntaste llamar tapatio sumergetir historia cultura alegria lugar unico pierdar compartir gul lot pat visit guadalajara tap ode coraz,1,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"Staycation para vivir la ciudad, les dejamos algunas ideas para que armen su plan 🌿🍦🖼️🧉🤍",staycation para vivir la ciudad les dejamos algunas ideas para que armen su plan,staycation vivir ciudad dejar idea armar plan,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"Axno 🐴 es el mejor lugar para echar platiquita agusto con los mejores destilados de México. 

Tienen más de 300 etiquetas seleccionadas.
Encuentra tu cocktail o destilado favorito en este santuario de espíritus 👻.","axno  es el mejor lugar para echar platiquita agusto con los mejores destilados de mexico 

tienen mas de 300 etiquetas seleccionadas
encuentra tu cocktail o destilado favorito en este santuario de espiritus",axno lugar echar platiquita agusto mejor mexico etiqueta seleccionado cocktail destilado favorito santuario espiritus,2,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"💃🏻 ¡Que nadie te quite lo bailado en Guadalajara!

Un gran plan por la noche es salir a bailar guapachoso, en pareja, con amigos, sola o solo con el plan de conocer gente, bolea tus zapatos y sácale brillo a la pista en🕺🏽:

📍Baila swing en la Vía Recreativa los domingos
📍Salsa en Avenida Chapultepec
📍Un mezcal y tus mejores pasos de baile en Pare de sufir
📍Salsa en el Callejón de los Rumberos","que nadie te quite lo bailado en guadalajara

un gran plan por la noche es salir a bailar guapachoso en pareja con amigos sola o solo con el plan de conocer gente bolea tus zapatos y sacale brillo a la pista en

baila swing en la via recreativa los domingos
salsa en avenida chapultepec
un mezcal y tus mejores pasos de baile en pare de sufir
salsa en el callejon de los rumberos",quitar bailado guadalajara noche salir bailar guapachoso pareja amigo plan gente bolea zapato sacale brillo pista baila swing via recreativo domingo avenida chapultepec mezcal mejor paso baile pare sufir salsa callejon rumbero,2,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"🌈 La escena drag en Guadalajara ha crecido desde el show La Más Draga. Saca el abanico 💃🏽 y disfruta shows en vivo, te recomendamos:

🎤 Babel Club
🎤 Envy “The One & Only”
🎤 Cabaret 159
🎤 La Casa de las Flores","la escena drag en guadalajara ha crecido desde el show la mas draga saca el abanico  y disfruta shows en vivo te recomendamos

 babel club
 envy the one  only
 cabaret 159
 la casa de las flores",escena drag guadalajara crecer draga sacar abanico disfrutar show vivo recomendar babel club envy the one only cabaret casa flor,1,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"🚀Guadalajara en la noche te ofrece desde cocktails de autor, tequilas, mixología de primer nivel, excelente música y bocadillos para armar tu plan.

🍸 Piso Siete, ubicado en el rooftop del hotel DoubleTree by Hilton Guadalajara Centro Histórico, una terraza con una vista privilegiada hacia el primer cuadro de la ciudad.
🍸 Axno, arrieros de lo mejor de la cultura líquida mexicana.
🍸 Tom Top Floor, ubicado en el noveno piso de Selina en Chapultepec con cocina de Fabian DelPal","guadalajara en la noche te ofrece desde cocktails de autor tequilas mixologia de primer nivel excelente musica y bocadillos para armar tu plan

 piso siete ubicado en el rooftop del hotel doubletree by hilton guadalajara centro historico una terraza con una vista privilegiada hacia el primer cuadro de la ciudad
 axno arrieros de lo mejor de la cultura liquida mexicana
 tom top floor ubicado en el noveno piso de selina en chapultepec con cocina de fabian delpal",noche ofrecer cocktail autor tequila mixologia nivel excelente musica bocadillo armar plan rooftop hotel doubletree hilton guadalajara centro historico terraza vista privilegiado cuadro ciudad axno arriero cultura liquido mexicana tom top floor ubicado noveno piso selina chapultepec cocina fabian delpal,1,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"🥃 Todo comenzó con un rayo incendiando el corazón del agave...y ahora es una de las bebidas más populares en el mundo. 
El Tequila es compañía, y en la Tierra del Tequila sabemos celebrarlo.
¡Celebremos el Día Nacional del Tequila!

Consulta la agenda de actividades.","todo comenzo con un rayo incendiando el corazon del agavey ahora es una de las bebidas mas populares en el mundo 
el tequila es compania y en la tierra del tequila sabemos celebrarlo
celebremos el dia nacional del tequila

consulta la agenda de actividades",comenzo rayo incendiar corazon agavey bebida popular mundo compania tierra celebrar él celeber nacional tequila consulta agenda actividad,4,él,GUADALAJARA_CORPUS_LIMPIO
"🌸🌎 Desde culturas muy antiguas se ha celebrado la llegada de la Primavera en el mundo. Originalmente era el momento que marcaba el cambio de estación y con ello el crecimiento de las cosechas. Actualmente, la gente lo practica como una forma de alinear su energía con la del universo 🪐. 

Recibe la primavera #ALaTapatía en Guadalajara y alrededores, te recomendamos 👇:
✨El Ixtépete
✨Guachimontones
✨Isla de Mezcala 
✨Foco Tonal Pacal Votan.","desde culturas muy antiguas se ha celebrado la llegada de la primavera en el mundo originalmente era el momento que marcaba el cambio de estacion y con ello el crecimiento de las cosechas actualmente la gente lo practica como una forma de alinear su energia con la del universo  

recibe la primavera a la tap at a en guadalajara y alrededores te recomendamos 
el ixtepete
guachimontones
isla de mezcala 
foco tonal pacal votan",cultura antiguo celebrar llegada mundo originalmente momento marcar cambio estacion crecimiento cosecha actualmente gente practicar forma alinear energia universo recibir primavera tap guadalajara alrededor recomendar ixtepete guachimontones isla mezcala foco tonal pacal votar,0,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"¡ShakeShak #ALaTapatía! 

Shake Shack llegó a Guadalajara 📍con los clásicos como la ShackBurger, Chicken Shack, las crujientes y deliciosas papas crinkle-cut, además con un drink exclusivo para los tapatíos como la  Limonada X Tequila Cascahuín 🥤, ¡imperdible!

También puedes probar la malteada de Matcha 🤤.
¿Ya te diste la vuelta?","shakeshak a la tap at a 

shake shack llego a guadalajara con los clasicos como la shackburger chicken shack las crujientes y deliciosas papas crinklecut ademas con un drink exclusivo para los tapatios como la  limonada x tequila cascahuin  imperdible

tambien puedes probar la malteada de matcha 
ya te diste la vuelta",shakeshak tap shake llegar guadalajara clasico shackburger chicken shack crujient deliciosa papas crinklecut drink exclusivo tapatio limonada tequila cascahuin imperdible probar malteada matcha distar vuelta,1,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"Guadalajara también es productor de excelente cerveza artesanal, así que te será fácil encontrar variedad de cervezas:

Aprovecha y refréscate visitando en una sola ruta una ciudad que ofrece muchas cervezas:
🍺 La Taberna Minerva
🍺 Patán Ale House
🍺 Casa Trapiche
🍺 Almacén de botellas
🍺 UMHO
🍺 Puesto Ambulante de Cerveza Loba
🍺 Heidi's para probar cerveza estilo alemán","guadalajara tambien es productor de excelente cerveza artesanal asi que te sera facil encontrar variedad de cervezas

aprovecha y refrescate visitando en una sola ruta una ciudad que ofrece muchas cervezas
 la taberna minerva
 patan ale house
 casa trapiche
 almacen de botellas
 umho
 puesto ambulante de cerveza loba
 heidis para probar cerveza estilo aleman",guadalajara productor excelente artesanal facil encontrar variedad aprovechar refrescate visitar ruta ciudad ofrecer taberna minerva patar ale house casa trapiche almacir botella umho puesto ambulante lobo heidis probar cerveza estilo aleman,2,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"No hay mejor manera de conocer el alma de una ciudad que sin prisas y con calma, descubre y conoce los monumentos más representativos ¡en bici! 

🚲 Museo Cabañas
🚲 Murales de Orozco en Palacio Municipal
🚲 Catedral de Guadalajara
🚲 Cruz de Plazas
🚲 Templo Expiatorio
🚲 MUSA (Museo de las Artes de la Universidad de Guadalajara) 

👁️ Disfruta del viaje, seguramente se te atravesará uno que otro mural o algunos de los personajes más representativos de nuestra ciudad.","no hay mejor manera de conocer el alma de una ciudad que sin prisas y con calma descubre y conoce los monumentos mas representativos en bici 

 museo cabanas
 murales de orozco en palacio municipal
 catedral de guadalajara
 cruz de plazas
 templo expiatorio
 musa museo de las artes de la universidad de guadalajara 

 disfruta del viaje seguramente se te atravesara uno que otro mural o algunos de los personajes mas representativos de nuestra ciudad",alma prisa calma descubrir conocer monumento bici cabana orozco palacio municipal catedral cruz plaza templo expiatorio mús museo art universidad guadalajara disfruta viaje seguramente atravesar mural personaje representativo ciudad,0,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"Los alrededores de Guadalajara ofrecen las mejores opciones de restaurantes familiares o campestres donde ¡Arma tu plan!

Conoce algunos restaurantes campestres favoritos de la ciudad:

🐴 Los 3 Potrillos
🐴 El Abajeño
🐴 Manolo Campestre
🐴 El Canelo","los alrededores de guadalajara ofrecen las mejores opciones de restaurantes familiares o campestres donde arma tu plan

conoce algunos restaurantes campestres favoritos de la ciudad

 los 3 potrillos
 el abajeno
 manolo campestre
 el canelo",alrededor guadalajara ofrecer mejor opción familiar armar plan conocer restaurante campestr favorito ciudad potrillo abajeno mano él campestre canelo,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO
"🚀Únete al camino de los bicicletas tapatías y sal de la rutina.

Guadalajara cuenta con más de 30 paseos ciclistas que recorren los puntos más emblemáticos de la ciudad 📍, algunos de los más populares son:

🚲 Al Teatro en Bici es una ruta de 10 a 15 km que sale del Parque Rojo todos los martes
🚲 Los miércoles, el Paseo Ciclista Nocturno y el Paseo Ciclista de Guadalajara, salen de Av. Chapultepec y Av. México a las 10 y 11 p.m. respectivamente con duración de 1 hora y media aproximadamente y que recorren los barrios de la ciudad en dos ruedas
🚲 Bicinema parte de Chapultepec y Guadalupe Zuno rumbo a los ciclos de cine que se realizan todos los jueves en el Bosque Colomos, el Teatro Jaime Torres Bodet y algunos Centros Culturales Independientes

¡Súbete y descubre Guadalajara en dos ruedas! 😎","unete al camino de los bicicletas tapatias y sal de la rutina

guadalajara cuenta con mas de 30 paseos ciclistas que recorren los puntos mas emblematicos de la ciudad  algunos de los mas populares son

 al teatro en bici es una ruta de 10 a 15 km que sale del parque rojo todos los martes
 los miercoles el paseo ciclista nocturno y el paseo ciclista de guadalajara salen de av chapultepec y av mexico a las 10 y 11 pm respectivamente con duracion de 1 hora y media aproximadamente y que recorren los barrios de la ciudad en dos ruedas
 bicinema parte de chapultepec y guadalupe zuno rumbo a los ciclos de cine que se realizan todos los jueves en el bosque colomos el teatro jaime torres bodet y algunos centros culturales independientes

subete y descubre guadalajara en dos ruedas",unete camino bicicleta tapatia sal rutina punto emblematico popular bici ruta parque rojo martes miercol nocturno paseo ciclista salir mexico respectivamente duracion hora media recorrer barrio ciudad bicinemo chapultepec guadalupe zuno rumbo ciclo cine realizar jueves bosque colomos teatro jaime torre bodet centro cultural independiente subete descubrir guadalajara rueda,0,guadalajara,GUADALAJARA_CORPUS_LIMPIO
