texto_original,texto_limpio,texto_procesado,cluster,tema_principal,ciudad,fuente,prompt,prompt_traducido,prompt_limpio,sentimiento,frame,subtopico
"🎶 En GDL estamos lístísimos para cantar y bailar 🎶.

¿Ya armaste tu plan para los conciertos de marzo?🙌🏽

👉The 1975, 29 de marzo en la Arena VFG 
👉The Killers, el 30 de marzo en la Arena VFG 
👉 Festival E.CHOES el 22 de abril en Trasloma
👉Franz Ferdinand, en Guanamor el 29 de marzo 
👉Corona Guadalajara, 20 y 21 de mayo en la Arena VFG

¿Ya rompiste el cochinito musical?🤔","en gdl estamos listisimos para cantar y bailar 

ya armaste tu plan para los conciertos de marzo

the 1975 29 de marzo en la arena vfg 
the killers el 30 de marzo en la arena vfg 
 festival echoes el 22 de abril en trasloma
franz ferdinand en guanamor el 29 de marzo 
corona guadalajara 20 y 21 de mayo en la arena vfg

ya rompiste el cochinito musical",gdl listisimo cantar bailar armaste plan concierto the killers festival echoes abril trasloma franz ferdinand guanamor marzo corona guadalajara mayo arena vfg rompiste cochinito musical,1,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,2
"¿A quién se le antojó un vinito?🙌🏽
En Celia Wine bar encontrarás la mejor experiencia para degustar vino y cócteles para todos los gustos 🍷.
Un plan perfecto para complementar tu noche. 😉

#Wine #GDL #Trendy","a quien se le antojo un vinito
en celia wine bar encontraras la mejor experiencia para degustar vino y cocteles para todos los gustos 
un plan perfecto para complementar tu noche 

wine gdl trendy",antogir vinito celia bar encontrarar experiencia degustar vino coctel gusto plan perfecto complementar noche wine gdl trendy,2,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,-1
"🌳 ☀️ La Primavera está cerca y los árboles tapatíos lo saben 😌.

En Guadalajara sabemos que cuando los árboles comienzan a llenarse de flores amarillas 🌼, lila, naranja o rosa🌸, el frío ha quedado atrás.

¡Comparte tus fotografías favoritas de los colores de la Primavera #ALaTapatía!","la primavera esta cerca y los arboles tapatios lo saben 

en guadalajara sabemos que cuando los arboles comienzan a llenarse de flores amarillas  lila naranja o rosa el frio ha quedado atras

comparte tus fotografias favoritas de los colores de la primavera a la tap at a",cerca tapatio guadalajara arbol comenzar llenar él flor amarillo lila naranja rosa frio quedar compartir fotografia favorito color primavera tap,2,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,-1
"Si de primavera se trata no puedes equivocarte con Guadalajara, 🌼🌳🌸 ¿te late nuestro plan #ALaTapatía?
Échale un ojo a nuestro blog ""Lugares para ir en primavera"" en nuestro link en bio.","si de primavera se trata no puedes equivocarte con guadalajara  te late nuestro plan a la tap at a
echale un ojo a nuestro blog lugares para ir en primavera en nuestro link en bio",equivocarte guadalajara latir plan tap echale ojo blog lugar primavera link bio,1,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,4
"¡Escoge tu equipo para escapar al plan más friki en Guadalajara! 

Si te gustan los videojuegos, el cosplay, el anime, el kpop y eres realmente un Friki de corazón, Guadalajara tiene todo para ti.

Pasa el día visitando alguna de las tiendas o festivales que hay en la ciudad y que tienen actividades para todas y todos:

1. Store Friki
2. Game Planet en Centro Magno
3. Tienda Smash Cómics
4. Friki Plaza
5. Draken Store
6. Plaza de la Tecnología Gamer
7. ConComics Guadalajara

¿En qué otros lados te reúnes a comprar juegos, figuras o participar en juegos de rol?","escoge tu equipo para escapar al plan mas friki en guadalajara 

si te gustan los videojuegos el cosplay el anime el kpop y eres realmente un friki de corazon guadalajara tiene todo para ti

pasa el dia visitando alguna de las tiendas o festivales que hay en la ciudad y que tienen actividades para todas y todos

1 store friki
2 game planet en centro magno
3 tienda smash comics
4 friki plaza
5 draken store
6 plaza de la tecnologia gamer
7 concomics guadalajara

en que otros lados te reunes a comprar juegos figuras o participar en juegos de rol",escoger equipo escapar plan gustar videojuego cosplay anime kpop realmente corazon pasar visitar festival ciudad actividad game planet centro magno tienda smash comics friki draken store plaza tecnologia gamer concomics guadalajara lado reunir comprar figura participar juego rol,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,0
"¡Quítate la sed a la tapatía con las bebidas típicas de la ciudad!  Acá tenemos los mejores puntos para que disfrutes de estas delicias:

+ Tejunio: Encuéntralo en la Colonia Moderna, sobre Av. Alemania en la cuchilla de Escorza y Rayñon
+ Agua de horchata: Una de las favoritas la encuentras en la Lonchería La Playita, en el centro en Av. Juárez casi esquina con 16 de Septiembre)
+ Cazuelas: En el Parián en Tlaquepaque
+ Tequila: Siempre prueba tu primer tequila en la Cantina La Fuente
+ Rusas: En la Plaza Tapatía y en casi todos los tianguis de la ciudad

¿Cuál no conocías y quieres probar?
#ALaTapatia","quitate la sed a la tapatia con las bebidas tipicas de la ciudad  aca tenemos los mejores puntos para que disfrutes de estas delicias

 tejunio encuentralo en la colonia moderna sobre av alemania en la cuchilla de escorza y raynon
 agua de horchata una de las favoritas la encuentras en la loncheria la playita en el centro en av juarez casi esquina con 16 de septiembre
 cazuelas en el parian en tlaquepaque
 tequila siempre prueba tu primer tequila en la cantina la fuente
 rusas en la plaza tapatia y en casi todos los tianguis de la ciudad

cual no conocias y quieres probar
al at a pati a",quitatar sed bebida tipica aca mejor punto disfrutar delicia tejunio encuentralo colonia moderno alemania cuchilla escorza raynon agua horchata favorito encontrar loncheria playita centro juarez esquina septiembre cazuela parian tlaquepaque prueba tequila cantina fuente ruso plaza tapatia tianguis ciudad conociar querer probar pati,2,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,2
"¿Ya preparaste tu agenda musical para el 2023 en Guadalajara?

Artistas internacionales, festivales y talentos emergentes visitarán nuestra ciudad este año. No te pierdas a Muse, Billie Ellish, Alejandro Sanz, El Festival Roxy, Corona Guadalajara, The Killers, Andrea Boccelli, Jorge Drexler, por nombrar algunos de los que llegarán a la ciudad.

¡Todo listo!","ya preparaste tu agenda musical para el 2023 en guadalajara

artistas internacionales festivales y talentos emergentes visitaran nuestra ciudad este ano no te pierdas a muse billie ellish alejandro sanz el festival roxy corona guadalajara the killers andrea boccelli jorge drexler por nombrar algunos de los que llegaran a la ciudad

todo listo",preparastar agenda musical artista internacional talento emergente visitar ano pierdar muse billiir ellish alejandro sanz festival roxy corona guadalajara the killers andrea boccelli jorge drexler nombrar llegar ciudad listo,1,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,-1
"Las casas cerveceras de Guadalajara se han destacado por su esfuerzo, creatividad e innovación, La Ruta de la Cerveza Artesanal es ideal para todas y todos aquellos apasionados por probar.

En ella podrás conocer las más representativas casas cerveceras en una ruta que te llevará a disfrutar de:

- Cerveza Loba
- Cervecería Minerva
- Cervecería Fortuna
- Cervecería Cielito Lindo 

¡Conoce, disfruta y prueba!","las casas cerveceras de guadalajara se han destacado por su esfuerzo creatividad e innovacion la ruta de la cerveza artesanal es ideal para todas y todos aquellos apasionados por probar

en ella podras conocer las mas representativas casas cerveceras en una ruta que te llevara a disfrutar de

 cerveza loba
 cerveceria minerva
 cerveceria fortuna
 cerveceria cielito lindo 

conoce disfruta y prueba",guadalajara destacar esfuerzo creatividad innovacion artesanal ideal apasionado probar representativo casa cervecera ruta llevar disfrutar cerveza lobo minerva fortuna cervecerio cielito lindo conocer disfruta prueba,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,POS,NEUTRAL,0
"🙌 Ahora las noches en el #CentroHistórico están llenas de vida con la magia de #Aluzinante.

✨ Te invitamos a visitar el corazón de nuestra ciudad y disfrutar de la belleza arquitectónica que hace de Guadalajara, un lugar único que nos llena de orgullo. ¡No te lo pierdas del 14 al 19 de Febrero de 7:00 a 11:00 pm en el Centro Histórico de Guadalajara!","ahora las noches en el centro hist rico estan llenas de vida con la magia de a luz in ante

 te invitamos a visitar el corazon de nuestra ciudad y disfrutar de la belleza arquitectonica que hace de guadalajara un lugar unico que nos llena de orgullo no te lo pierdas del 14 al 19 de febrero de 700 a 1100 pm en el centro historico de guadalajara",noche hist rico lleno vida magia luz invitar visitar corazon ciudad disfrutar belleza arquitectonico lugar unico llenar orgullo pierdar febrero centro historico guadalajara,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,0
"¿Sabías que hoy,  además de ser Día del Amor y la Amistad, también es el aniversario de la fundación de Guadalajara ❤️? 

Como cada año la ciudad se llenará de actividades para toda la familia, estas incluyen: el tradicional Festival GDLuz, el medio maratón, serenata, caminata, ballet folclórico, jericallas y mucho más.

Celebra #ALaTapatía a nuestra hermosa ciudad y comparte tus momentos favoritos con nosotros.","sabias que hoy  ademas de ser dia del amor y la amistad tambien es el aniversario de la fundacion de guadalajara  

como cada ano la ciudad se llenara de actividades para toda la familia estas incluyen el tradicional festival gdluz el medio maraton serenata caminata ballet folclorico jericallas y mucho mas

celebra a la tap at a a nuestra hermosa ciudad y comparte tus momentos favoritos con nosotros",sabio amor amistad aniversario fundacion guadalajara ano llenar actividad familia incluir tradicional festival gdluz maraton serenata caminata ballet folclorico jericalla celebrar tap hermoso ciudad compartir momento favorito,1,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,3
"❤️ Este año Guadalajara cumple 481 años desde su fundación y la agenda para celebrarla incluyen actividades por toda la ciudad e ideales para toda la familia.

Entre las actividades preparadas están: el tradicional Festival GDLuz con 2 kilómetros de intervenciones lumínicas, el medio maratón, serenata, caminata, ballet folclórico, jericallas y mucho más, ¡vas a querer ser parte!

Conoce el resto de actividades que tendremos para celebrar a nuestra Guadalajara en la página del gobierno.","este ano guadalajara cumple 481 anos desde su fundacion y la agenda para celebrarla incluyen actividades por toda la ciudad e ideales para toda la familia

entre las actividades preparadas estan el tradicional festival gdluz con 2 kilometros de intervenciones luminicas el medio maraton serenata caminata ballet folclorico jericallas y mucho mas vas a querer ser parte

conoce el resto de actividades que tendremos para celebrar a nuestra guadalajara en la pagina del gobierno",cumplir ano fundacion agenda él incluir ciudad ideal familia preparado tradicional festival gdluz kilometro intervención luminica maraton serenata caminata ballet folclorico jericalla conocer resto actividad tener celebrar guadalajara pagina gobierno,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,POS,NEUTRAL,0
"Recorrer Guadalajara en dos ruedas te dará la oportunidad de vivirla desde otra perspectiva y a tu propio ritmo, detenerte donde más te guste, dejar la bicicleta segura y volver a tomar otra al siguiente destino.

Renta una bicicleta en las estaciones Mibici, y aventúrate a algunos lugares que puedes visitar, nosotros te recomendamos: 
- Paseo Chapultepec
- El Parque Metropolitano
- Centro Histórico
- El Parque de Los Colomos

¿Te gusta disfrutar la ciudad pedaleando?","recorrer guadalajara en dos ruedas te dara la oportunidad de vivirla desde otra perspectiva y a tu propio ritmo detenerte donde mas te guste dejar la bicicleta segura y volver a tomar otra al siguiente destino

renta una bicicleta en las estaciones mibici y aventurate a algunos lugares que puedes visitar nosotros te recomendamos 
 paseo chapultepec
 el parque metropolitano
 centro historico
 el parque de los colomos

te gusta disfrutar la ciudad pedaleando",recorrer guadalajara rueda darir oportunidad vivir él perspectiva ritmo detenerte dejar seguro volver tomar destino renta bicicleta estación mibici aventurate lugar visitar recomendar paseo chapultepec metropolitano centro historico parque colomo gustar disfrutar ciudad pedalear,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,OPORTUNIDAD,0
"El Mercado San Juan de Dios tiene gran historia, que por cierto, lo visitó Björk.

Es el Mercado bajo techo más grande de Latinoamérica inaugurado desde 1958 y con puestos de comida, fondas, plantas medicinales, dulces, juguetes típicos, artesanías y mucho mucho más. ¡Ven a visitarlo!","el mercado san juan de dios tiene gran historia que por cierto lo visito bjork

es el mercado bajo techo mas grande de latinoamerica inaugurado desde 1958 y con puestos de comida fondas plantas medicinales dulces juguetes tipicos artesanias y mucho mucho mas ven a visitarlo",san juan dios historia bjork mercado techo latinoamerica inaugurado puesto comida fonda planta medicinal dulce juguete tipico artesania ver visitar él,2,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,-1
"¿Has probado la carne en su jugo en Guadalajara?  Es uno de los platillos más representativos de la gastronomía tapatía, un guiso de carne de res picada y asada en su propio jugo, frijoles de la olla y trozos de tocino previamente dorado; se acompaña con cebolla y cilantro y se sirve normalmente en un plato de barro, siemplemente una delicia.

Algunos lugares emblemáticos para probarla son:

- Carnes Garibaldi
- Kamilos 333
- Carnes de la Torre
- Carnes Navarrete
- La Gorda

¿Cuáles conoces?","has probado la carne en su jugo en guadalajara  es uno de los platillos mas representativos de la gastronomia tapatia un guiso de carne de res picada y asada en su propio jugo frijoles de la olla y trozos de tocino previamente dorado se acompana con cebolla y cilantro y se sirve normalmente en un plato de barro siemplemente una delicia

algunos lugares emblematicos para probarla son

 carnes garibaldi
 kamilos 333
 carnes de la torre
 carnes navarrete
 la gorda

cuales conoces",guadalajara platillo representativo gastronomia tapatia guiso res picado asado jugo frijoles olla trozo tocino previamente dorado acompanar cebolla cilantro servir normalmente plato barro siemplemente delicia lugar emblematico probar él garibaldi kamilos carne torre carn navarrete gordo conocer,2,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,1
"Guadalajara es el escenario ideal si quieres viajar en pareja.

Aquí tienes planes para compartir con tu persona favorita:

- El pulmón de la ciudad, el Bosque Colomos, contradictoriamente, ¡te dejará sin aliento! No te pierdas el jardín japonés
- Mirador Bugambilias, un camino que te llevará a las mejores vistas de Guadalajara
- Acuario Michin, ideal para compartir también ofrece cenas románticas
- Tour Cuervo Express, un tren que te lleva directo a los paisajes agaveros de la mano de quien más amas

¿Se nos escapó algún plan? Cuéntanos en un comentario.","guadalajara es el escenario ideal si quieres viajar en pareja

aqui tienes planes para compartir con tu persona favorita

 el pulmon de la ciudad el bosque colomos contradictoriamente te dejara sin aliento no te pierdas el jardin japones
 mirador bugambilias un camino que te llevara a las mejores vistas de guadalajara
 acuario michin ideal para compartir tambien ofrece cenas romanticas
 tour cuervo express un tren que te lleva directo a los paisajes agaveros de la mano de quien mas amas

se nos escapo algun plan cuentanos en un comentario",escenario querer viajar pareja tener persona favorito pulmon ciudad bosque colomos contradictoriamente dejar aliento pierdar jardin japón mirador bugambilia camino llevar mejor vista guadalajara acuario michin ideal compartir ofrecer cena romantica tour cuervo express tren directo paisaje agaveros mano amar escapo plan cuentano comentario,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,POS,RESPONSABILIDAD,0
"🇲🇽Los Gay Games son la oportunidad para recibir a personas de todo el mundo en nuestra bella Guadalajara, ampliando la conexión entre la comunidad LGBTQ+ y acerándoles más a la cultura de nuestro hermoso México. 🏅🌎🏳️‍🌈

¡Juntxs hacemos historia!

#GGGdl2023 #prideconnection #gdi #juntxshaciendohistoria #makinghistorytogether #igbtq🌈 #lgbtcommunity #Igbt","los gay games son la oportunidad para recibir a personas de todo el mundo en nuestra bella guadalajara ampliando la conexion entre la comunidad lgbtq y acerandoles mas a la cultura de nuestro hermoso mexico 

juntxs hacemos historia

gg gdl 2023 pride connection gdi jun tx s haciendo historia making history together ig bt q lgbt community ig bt",gay games oportunidad recibir persona mundo bello guadalajara ampliar conexion comunidad lgbtq acerandol cultura hermoso mexico juntxs gdl pride connection gdi jun historia making history together lgbt community,1,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,OPORTUNIDAD,1
"Guadalajara, ofrece el sabor de la tierra tapatía y cocina internacional en sus múltiples restaurantes, si lo que estás buscando es celebrar con tu familia una ocasión especial,  tenemos algunos espacios únicos que te harán experimentar la gastronomía tradicional y contemporánea: 

- Carnes Garibaldi
- Birrieria Chololo
- La Tequila
- La Vaca Argentina
- Sagrantino

Déjanos en un comentario a qué otros restaurantes vas a celebrar con tu familia.","guadalajara ofrece el sabor de la tierra tapatia y cocina internacional en sus multiples restaurantes si lo que estas buscando es celebrar con tu familia una ocasion especial  tenemos algunos espacios unicos que te haran experimentar la gastronomia tradicional y contemporanea 

 carnes garibaldi
 birrieria chololo
 la tequila
 la vaca argentina
 sagrantino

dejanos en un comentario a que otros restaurantes vas a celebrar con tu familia",guadalajara ofrecer sabor tierra tapatia cocina internacional multipl buscar ocasion especial espacio unico harir experimentar gastronomia tradicional contemporaneo carne garibaldi birrieria chololo tequila vaca argentino sagrantino dejano comentario restaurante celebrar familia,2,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,1
"¿Te vas a dar una vuelta por Guadalajara? Hay varios imperdibles para que conozcas la ciudad, conocida por ser la cuna de la mexicaneidad: sus tradiciones, música, gastronomía y cultura impresionan desde el primero momento, ¡hay muchísimo por hacer!
 5 cosas por hacer en la Guadalajara:

- Tlaquepaque: uno de los pueblos de México que cuenta con una vasta tradición artesanal, aquí podrás conocer los secretos de la cerámica y la alfarería
- Museo y Hospicio Cabañas: un museo de arte moderno y contemporáneo ubicado al interior del emblemático recinto Hospicio Cabañas, declarado Patrimonio Cultural de la Humanidad por la UNESCO en 1997.
- Museo de Arte de Zapopan: enfocado en el arte contemporáneo que busca generar experiencias que animen a la reflexión y al aprendizaje

- Cineteca FICG, un espacio para disfrutar del Cine Mexicano
- Teatro Degollado: un edificio ícono del patrimonio cultural y recinto emblemático de excelencia artística de nuestra ciudad

¿Qué otras actividades agregarías?

#GDLescultura","te vas a dar una vuelta por guadalajara hay varios imperdibles para que conozcas la ciudad conocida por ser la cuna de la mexicaneidad sus tradiciones musica gastronomia y cultura impresionan desde el primero momento hay muchisimo por hacer
 5 cosas por hacer en la guadalajara

 tlaquepaque uno de los pueblos de mexico que cuenta con una vasta tradicion artesanal aqui podras conocer los secretos de la ceramica y la alfareria
 museo y hospicio cabanas un museo de arte moderno y contemporaneo ubicado al interior del emblematico recinto hospicio cabanas declarado patrimonio cultural de la humanidad por la unesco en 1997
 museo de arte de zapopan enfocado en el arte contemporaneo que busca generar experiencias que animen a la reflexion y al aprendizaje

 cineteca ficg un espacio para disfrutar del cine mexicano
 teatro degollado un edificio icono del patrimonio cultural y recinto emblematico de excelencia artistica de nuestra ciudad

que otras actividades agregarias

gdl es cultura",vuelta imperdibl conozcas conocido cuna mexicaneidad tradición musica gastronomia impresionar momento cosa guadalajara tlaquepaque pueblo mexico vasta tradicion artesanal secreto ceramica alfareria moderno ubicado interior hospicio cabana declarado humanidad unesco museo zapopan enfocado arte contemporaneo buscar generar experiencia animar reflexion aprendizaje cineteca ficg espacio disfrutar cine mexicano teatro degollado edificio icono patrimonio cultural recinto emblematico excelencia artistico ciudad actividad agregarias gdl cultura,0,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,0
"¡Vamos a cerrar el año con broche de oro tapatío! 

Como cada año, en Guadalajara nos llenamos de nueva ilusión y deseos.

Guadalajara siempre nos desea lo mejor, ¡esta noche mucho más! 

Deseamos que se cumplan todos tus sueños, y que la vida te brinde de muchas oportunidades para alcanzar tus metas.

Guadalajara con todos sus colores, sabores, olores y la gente que la habitamos, te deseamos ¡FELIZ AÑO NUEVO! 

Guadalajara, te quiero mucho.","vamos a cerrar el ano con broche de oro tapatio 

como cada ano en guadalajara nos llenamos de nueva ilusion y deseos

guadalajara siempre nos desea lo mejor esta noche mucho mas 

deseamos que se cumplan todos tus suenos y que la vida te brinde de muchas oportunidades para alcanzar tus metas

guadalajara con todos sus colores sabores olores y la gente que la habitamos te deseamos feliz ano nuevo 

guadalajara te quiero mucho",cerrar broche oro tapatio llenar ilusion deseos noche cumplir sueno vida brindir oportunidad alcanzar meta color sabor olor gente habitar desear feliz ano guadalajara querer,2,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,OPORTUNIDAD,6
"Volvieron los conciertos, el deporte, las expos, los museos, la emoción de estar y compartir 🚀. 
Volvimos a vivir Guadalajara con lo mejor que tiene para ofrecer 👌.","volvieron los conciertos el deporte las expos los museos la emocion de estar y compartir  
volvimos a vivir guadalajara con lo mejor que tiene para ofrecer",concierto deporte expo museo emocion compartir volver vivir guadalajara ofrecer,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,0
"¿De qué tamaño es tu orgullo tapatío?

Este 2022, estuvo marcado por el increíble trabajo que han hecho los tapatíos en sus diferentes disciplinas:

Arte, gastronomía, y deportes, son solo algunos de los rubros en los que nuestra ciudad ha demostrado ser el origen de personajes que brillan en el mundo.

- Katya Echazarreta, primera mujer Mexicana en viajar al espacio exterior
- Paco Ruano, chef apasionado de la cocina mexicana contemporánea y dueño de Alcalde, único tapatío en la lista de The World's 50 Best Restaurants
-Checo Pérez, piloto de Fórmula 1, número 3 a nivel mundial
-Daniela Souza, taekwondísta campeona mundial
-Canelo Álvarez, actual campeón mundial de la AMB, CMB, OMB, FIB y The Ring de peso supermediano
- Donovan Carillo, campeón mundial en Beijing","de que tamano es tu orgullo tapatio

este 2022 estuvo marcado por el increible trabajo que han hecho los tapatios en sus diferentes disciplinas

arte gastronomia y deportes son solo algunos de los rubros en los que nuestra ciudad ha demostrado ser el origen de personajes que brillan en el mundo

 katya echazarreta primera mujer mexicana en viajar al espacio exterior
 paco ruano chef apasionado de la cocina mexicana contemporanea y dueno de alcalde unico tapatio en la lista de the worlds 50 best restaurants
checo perez piloto de formula 1 numero 3 a nivel mundial
daniela souza taekwondista campeona mundial
canelo alvarez actual campeon mundial de la amb cmb omb fib y the ring de peso supermediano
 donovan carillo campeon mundial en beijing",tamano orgullo marcado increible trabajo disciplina arte gastronomia deporte rubro ciudad demostrar origen personaje brillar mundo katya echazarreta mujer viajar espacio exterior paco ruano chef apasionado cocina mexicano contemporaneo dueno alcalde unico tapatio lista worlds best restaurants checo perez piloto formula numero nivel daniela souza taekwondista campeona canelo alvarez actual amb cmb omb fib the ring peso supermediano donovan carillo campeon mundial beijing,1,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,-1
"🚨@ttuurrbbiioo es el 1 de enero🚨Te dejamos algunas ideas para este fin de año en la ciudad, foráneos, después de estar con la familia o si simplemente quieres algo distinto ¡nos vemos por ahí! 
No se necesita reservación. 🍾🎊","es el 1 de enerote dejamos algunas ideas para este fin de ano en la ciudad foraneos despues de estar con la familia o si simplemente quieres algo distinto nos vemos por ahi 
no se necesita reservacion",enerote dejar idea ano ciudad foraneo familia simplemente querer distinto ver necesitar reservacion,3,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,0
"En Guadalajara estamos orgullosxs todo el año. 
¡Levante la mano quién fue al #Pride2022🙌🏽!
Queremos ver tus mejores momentos del orgullo durante 2022 👀.","en guadalajara estamos orgullosxs todo el ano 
levante la mano quien fue al pride 2022
queremos ver tus mejores momentos del orgullo durante 2022",guadalajara orgullosxs ano levante mano pride mejor momento orgullo,2,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,6
"#VuelveAGuadalajara la emoción de los deportes en vivo. Este 2022 celebramos grandes triunfos:

🏆 Las Chivas en el fútbol femenil, se proclamaron campeonas de su categoría
🏆 En fútbol en Atlas se coronó bicampeón de la Liga MX
🏆 En el basket, los Astros quedaron campeones en la CIBACOPA

¿Qué temporada no te vas a perder en este 2023?

📷 @chivasfemenil @charrosbeisbol @astrosjalisco","vue l ve a guadalajara la emocion de los deportes en vivo este 2022 celebramos grandes triunfos

 las chivas en el futbol femenil se proclamaron campeonas de su categoria
 en futbol en atlas se corono bicampeon de la liga mx
 en el basket los astros quedaron campeones en la cibacopa

que temporada no te vas a perder en este 2023",vue guadalajara emocion deporte vivo celebrar triunfo chiva femenil proclamar campeona categoria futbol atlas corono bicampeon liga basket astro quedar campeón cibacopa temporada perder,1,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,8
"#VuelveAGuadalajara y descubre sus destinos cercanos. Lagos de Moreno es una excelente opción para conocer un nuevo pueblo mágico a solo dos horas de distancia 🚙.

✅ Visita su parroquia, soberbio ejemplo del barroco mexicano y admira su portada anástila
✅ Disfruta una charreada en la Hacienda de Cantera o en Rancho Verde
✅ Pasea a caballo por los ranchos de los alrededores.

¿Con quién irías a disfrutarlo?

📷 @fernandaa_glzz","vue l ve a guadalajara y descubre sus destinos cercanos lagos de moreno es una excelente opcion para conocer un nuevo pueblo magico a solo dos horas de distancia 

 visita su parroquia soberbio ejemplo del barroco mexicano y admira su portada anastila
 disfruta una charreada en la hacienda de cantera o en rancho verde
 pasea a caballo por los ranchos de los alrededores

con quien irias a disfrutarlo",vue guadalajara descubrir destino cercano lago moreno excelente opcion pueblo magico hora distancia visitar parroquia soberbio ejemplo barroco mexicano admirar portada anastila charreada hacienda cantera verde pasear caballo rancho alrededor iria disfrutar él,2,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,-1
"🎄✨ ¡Felices Fiestas! Desde nuestra ciudad llena de luces, colores, sabores y música, te deseamos una Navidad rodeada de los mejores deseos de esta época. #VuelveAGuadalajara y disfruta esta temporada al máximo. 
📷 @mony_de_viaje",felices fiestas desde nuestra ciudad llena de luces colores sabores y musica te deseamos una navidad rodeada de los mejores deseos de esta epoca vue l ve a guadalajara y disfruta esta temporada al maximo,feliz fiesta ciudad lleno luz color sabores musica desear navidad rodeado mejor deseo epoca vue guadalajara disfrutar temporada maximo,2,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,6
"Este año #VuelveAGuadalajara su oferta cultural con opciones para todos en el corazón de la ciudad ❤️. 

👇🏼 ¿Cuál ha sido tu espacio cultural favorito? 

📷  @cinetecaudeg","este ano vue l ve a guadalajara su oferta cultural con opciones para todos en el corazon de la ciudad  

 cual ha sido tu espacio cultural favorito",ano vue guadalajara oferta opción corazon ciudad espacio cultural favorito,0,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,0
"💫 ¡Recordar es volver a vivir! 🇲🇽 Este año, regresamos para disfrutar y compartir en cada rincón tapatío la magia de volvernos uno. Si pudieras describir tu visita por Guadalajara en una sola palabra, ¿cuál sería? 👇",recordar es volver a vivir  este ano regresamos para disfrutar y compartir en cada rincon tapatio la magia de volvernos uno si pudieras describir tu visita por guadalajara en una sola palabra cual seria,recordar vivir ano regresar disfrutar compartir rincon tapatio magia volver yo describir visita guadalajara palabra serio,4,él,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,1
"#VuelveAGuadalajara el orgullo tapatío con Checo Pérez y el Canelo Álvarez que brillaron este año cada uno en su disciplina, demostrando que la ciudad es cuna de talento y disciplina.

¡Felicidades al Ministro -no oficial- 😉 de defensa, Checo Pérez, tercer lugar mundial de Fórmula 1! 🏎️ Estás haciendo historia.
¡Felicidades al Canelo Álvarez, uno de los más grandes boxeadores defensivos de nuestro país! 🥊 Vamos por más.

📷  @schecoperez y @canelo","vue l ve a guadalajara el orgullo tapatio con checo perez y el canelo alvarez que brillaron este ano cada uno en su disciplina demostrando que la ciudad es cuna de talento y disciplina

felicidades al ministro no oficial  de defensa checo perez tercer lugar mundial de formula 1  estas haciendo historia
felicidades al canelo alvarez uno de los mas grandes boxeadores defensivos de nuestro pais  vamos por mas

   y",vue guadalajara orgullo tapatio brillar ano demostrar ciudad cuna talento disciplina felicidad ministro oficial defensa checo perez tercer lugar mundial formula historio felicidadser canelo alvarez boxeador defensivo pais,0,guadalajara,GUADALAJARA_CORPUS_LIMPIO,post,,,,NEU,NEUTRAL,0
