texto_original,texto_limpio,texto_procesado,cluster,tema_principal,ciudad,fuente,sentimiento,frame,subtopico,prompt,prompt_traducido,prompt_limpio
"¡Es hoy, es hoy!

Llega el Festival Tacos Tacos: El Taco Chilango de la CDMX.🌮 ✨

Vente a comer tus taquitos favoritos de pastor, suadero, campechanos, carnitas y muchísimos más, que te harán agua la boca. 

El Fondo Mixto de Promoción Turística de la Ciudad de México, te espera en la primerísima edición del festival en el Monumento a la Revolución.

🗓 2 de septiembre de 2023
🕘12:00 a las 24:00 horas
🎟 Entrada gratuita 

¡No te lo pierdas! 😉 

•
•
•
•
•
•

#tacos #festivaltacos #cdmx #mexicocity #tradicion #gastronomia #gastronomy #mexicanfood","es hoy es hoy

llega el festival tacos tacos el taco chilango de la cdmx 

vente a comer tus taquitos favoritos de pastor suadero campechanos carnitas y muchisimos mas que te haran agua la boca 

el fondo mixto de promocion turistica de la ciudad de mexico te espera en la primerisima edicion del festival en el monumento a la revolucion

 2 de septiembre de 2023
1200 a las 2400 horas
 entrada gratuita 

no te lo pierdas  








tacos festival tacos c dmx mexico city tr adic ion gas trono mia gastronomy mexican food",llegar chilango cdmx vente comer taquito favorito pastor suadero campechano carnita muchisimos har agua boca fondo mixto promocion turistico ciudad esperar primerisimo edicion monumento revolucion septiembre hora entrado gratuito pierdar festival taco dmx mexico city adic ion gas trono gastronomy mexican food,1,dmx,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,0,,,
"¿Ya conoces el Museo del Perfume en la Ciudad de México, @mupemx ? 

Déjate envolver por sus salas interactivas y prepara el olfato para disfrutar de una gran experiencia de aprendizaje. 😉

Visítalo en el Centro Histórico y conoce la historia de este producto que revolucionó el mundo de la moda.🌎✨

📍Tacuba #12, Centro, Cuauhtémoc, 06010, Ciudad de México.

Conoce más en: museodelperfume.com.mx 

•
•
•
•
•
• 

#cdmx #mexicocity #museumcdmx #mexicocitymuseums #museoscdmx #laciudadquelotienetodo #perfume #parfummuseum #cultura","ya conoces el museo del perfume en la ciudad de mexico   

dejate envolver por sus salas interactivas y prepara el olfato para disfrutar de una gran experiencia de aprendizaje 

visitalo en el centro historico y conoce la historia de este producto que revoluciono el mundo de la moda

tacuba 12 centro cuauhtemoc 06010 ciudad de mexico

conoce mas en museodelperfumecommx 






 

c dmx mexico city museum c dmx mexico city museums museo sc dmx la ciudad que lot i ene to do perfume par fu m museum cultura",dejate envolver sala interactivo preparar olfato disfrutar experiencia aprendizaje visitalo historico historia producto revolucionar mundo moda tacuba centro cuauhtemoc conocer museodelperfumecommx dmx mexico city museums museo ciudad lot ene perfume par museum cultura,3,mexico,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,0,,,
"¡Es el último fin de semana para visitar el Festival de las Flores de Verano! 🪻🌷🌵🌾

No te lo pierdas y ven a comprar tus flores de temporada en el encuentro de floricultores y productores rurales de la Ciudad de México.

Productos de belleza, dulces artesanales, flores, plantas y mucho más. 

Para complementar tu visita, tómate la foto en los arcos florares de @corenadr . 📸🤳🏽🌸🌺🌼

🗓️Hasta el domingo 27 de agosto
🕒De 10:00 a 20:00 hrs.
📍Avenida Reforma. Entre el Monumento del Ángel de la Independencia y la Fuente de la Diana Cazadora. 

•
•
•
•
•

#flores #cdmx #mexicocity #quehacerencdmx #nature #flowers #reforma #summer #veranoenlaciudad","es el ultimo fin de semana para visitar el festival de las flores de verano 

no te lo pierdas y ven a comprar tus flores de temporada en el encuentro de floricultores y productores rurales de la ciudad de mexico

productos de belleza dulces artesanales flores plantas y mucho mas 

para complementar tu visita tomate la foto en los arcos florares de   

hasta el domingo 27 de agosto
de 1000 a 2000 hrs
avenida reforma entre el monumento del angel de la independencia y la fuente de la diana cazadora 







flores c dmx mexico city que hace ren c dmx nature flowers reforma summer vera no en la ciudad",semana visitar festival verano pierdar ver comprar temporada encuentro floricultor productor rural producto belleza dulce artesanal planta complementar visita tomate foto arco florar domingo agosto hrs avenido monumento angel independencia fuente diana cazador flor mexico city ren dmx nature flowers reforma summer vera ciudad,1,dmx,CDMX_CORPUS_LIMPIO,post,POS,NEUTRAL,7,,,
"¡Qué cielo el de hoy! 😍

¿Y tú qué título le pondrías a esta foto? 🩵

•
•
•
•
•

#cdmx #centrohistoricocdmx #bellasartes #torrelatinoamericana #mexicocity #ciudad #photography #photocdmx #urbanphotography","que cielo el de hoy 

y tu que titulo le pondrias a esta foto 







c dmx centro historic ocd mx bellas artes torre latino american a mexico city ciudad photography photo c dmx urban photography",cielir titulo pondriar foto centro historic ocd bello artes torre latino american mexico city ciudad photo dmx urr photography,2,dmx,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,0,,,
"Desde cualquier sitio que lo aprecies, @munalmx te parecerá de una belleza sin igual. 

Ven a conocer uno de los recintos más especiales del Centro Histórico para disfrutar del arte en #LaCiudadQueLoTieneTodo. 

¿Ya visitaste la exposición “Monet, Luces del Impresionismo”? 
Se va este domingo 27 de agosto 2023. 

No te la pierdas. 😉

#museum #museo #arte #art #cdmx #veranocdmx #verano #mexicocity #cdmx #culture #cultura #turismocdmx #quehacerencdmx","desde cualquier sitio que lo aprecies  te parecera de una belleza sin igual 

ven a conocer uno de los recintos mas especiales del centro historico para disfrutar del arte en la ciudad que lot i ene to do 

ya visitaste la exposicion monet luces del impresionismo 
se va este domingo 27 de agosto 2023 

no te la pierdas 

museum museo arte art c dmx vera noc dmx vera no mexico city c dmx culture cultura turismo c dmx que hace ren c dmx",sitio apreci parecerar belleza ver recinto especial centro historico disfrutar ciudad lot ene visitaste exposicion monet luz impresionismo domingo agosto pierdar museum museo arte art noc vera mexico city culture cultura turismo ren dmx,3,mexico,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,0,,,
"Parque Ecológico Cuitláhuac, en la @alcaldia_iztapalapa, 
fue reconocido por los Premios Bandera Verde en la categoría Buena Gestión y Conservación de Parques, y fue finalista del Premio Latinoamérica Verde. 
Para esta obra se plantaron 6 mil árboles y 60 mil arbustivas y cubresuelos. ¡Disfrútalo en #LaCiudadQueLoTieneTodo! 

#CiudadSustentable #CiudadDeDerechos #TurismoCDMX","parque ecologico cuitlahuac en la  
fue reconocido por los premios bandera verde en la categoria buena gestion y conservacion de parques y fue finalista del premio latinoamerica verde 
para esta obra se plantaron 6 mil arboles y 60 mil arbustivas y cubresuelos disfrutalo en la ciudad que lot i ene to do 

ciudad sus ten table ciudad de derecho s turismo c dmx",parque ecologico reconocer bandera categoria gestion conservacion parques finalista premio latinoamerica verde obra plantar arbol mil arbustiva cubresuelo disfrutaloir lot ene ten table ciudad derecho turismo dmx,3,mexico,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,1,,,
"¡Flores, colores y muchos sabores llegan a Avenida Reforma con el Festival de las Flores de Verano! 🌸🪻🌺🪴

Junto a autoridades de @corenadr , @alcaldiaxochimilcooficial , Fondo Mixto de Promoción Turística de la Ciudad de México y Policía Turísitica, hoy inauguramos este gran evento que reúne a floricultores y productores de los suelos de conservación de la Ciudad de México .🌸✨

No te pierdas este encuentro donde podrás adquirir flores, plantas medicinales, comestibles y ornamentales. 

🗓️ Te esperamos hasta el 27 de agosto
🕗 De 10:00 a 20:00 hrs.

•
•
•
•
•
#nature #cdmx #mexicocity #laciudadquelotienetodo #plantas #plantasmedicinales #flores #flowers #reforma #estoesmexico #thisismexico","flores colores y muchos sabores llegan a avenida reforma con el festival de las flores de verano 

junto a autoridades de     fondo mixto de promocion turistica de la ciudad de mexico y policia turisitica hoy inauguramos este gran evento que reune a floricultores y productores de los suelos de conservacion de la ciudad de mexico 

no te pierdas este encuentro donde podras adquirir flores plantas medicinales comestibles y ornamentales 

 te esperamos hasta el 27 de agosto
 de 1000 a 2000 hrs






nature c dmx mexico city la ciudad que lot i ene to do plant as plant as medicinal es flores flowers reforma es toes mexico this is mexico",color sabor llegar avenida festival verano autoridad fondo mixto promocion turistico policia turisitico inauguramos evento reune floricultor productor suelo conservacion pierdar encuentro adquirir flor planta comestibl ornamental esperar agosto hrs nature dmx city ciudad lot ene plant medicinal flores flowers reforma toes this mexico,1,dmx,CDMX_CORPUS_LIMPIO,post,POS,NEUTRAL,7,,,
"¡Aprovecha tu fin de semana para ir a la #IXFiestadeCulturas Indígenas Pueblos y Barrios Originarios de la Ciudad de México, en el Zócalo Capitalino! 

Ven a apreciar la riqueza de México a través del talento de artesanas, artesanos, productores de deliciosos alimentos, artistas, música, talleristas, conferencistas y medicina tradicional. 

🗓️ Hasta el 20 de agosto.","aprovecha tu fin de semana para ir a la ix fiesta de cultura s indigenas pueblos y barrios originarios de la ciudad de mexico en el zocalo capitalino 

ven a apreciar la riqueza de mexico a traves del talento de artesanas artesanos productores de deliciosos alimentos artistas musica talleristas conferencistas y medicina tradicional 

 hasta el 20 de agosto",aprovechar semana fiesta cultura indigena pueblo barrio originario ciudad zocalo capitalino ver apreciar riqueza mexico traves talento artesana artesano productor delicioso alimento artista musico tallerista conferencista medicina tradicional agosto,3,mexico,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,0,,,
"Así se aprecian los amaneceres desde los humedales en Tláhuac, Ciudad de México. 

📸por Alcaldía Tláhuac.
 
 #LaCiudadQueLoTieneTodo  #photooftheday #naturephotography #cdmx #mexicocity #tlahuac #thisismexico #postaldeldía #humedal","asi se aprecian los amaneceres desde los humedales en tlahuac ciudad de mexico 

por alcaldia tlahuac
 
 la ciudad que lot i ene to do  photo of the day nature photography c dmx mexico city t la huac this is mexico postal del d a hu medal",apreciar amanecer humedal alcaldia tlahuac ciudad lot ene photo the day nature photography dmx city huac this mexico postal medal,2,dmx,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,0,,,
"Con este verde paisaje desde Milpa Alta, te invitamos a conocer más sobre el cultivo tradicional de Nopal en esta región donde este alimento es esencial en la gastronomía, medicina tradicional y escenarios naturales. ☀️

¡Vive la tradición y disfruta de la naturaleza en Milpa Alta, en #LaCiudadQueLoTieneTodo! 💚

#naturaleza #nopal #milpaalta #nature #turismodenaturaleza #cdmx #mexicocity #travel #travelphotography #photooftheday","con este verde paisaje desde milpa alta te invitamos a conocer mas sobre el cultivo tradicional de nopal en esta region donde este alimento es esencial en la gastronomia medicina tradicional y escenarios naturales 

vive la tradicion y disfruta de la naturaleza en milpa alta en la ciudad que lot i ene to do 

natural eza no pal m ilp a alta nature turismo de natural eza c dmx mexico city travel travel photography photo of the day",verde paisaje invitar cultivo nopal region alimento esencial gastronomia medicina tradicional escenario vivir tradicion disfrutar naturaleza milpa alto ciudad lot ene ilp alta nature turismo natural eza dmx mexico city travel photography photo the day,1,dmx,CDMX_CORPUS_LIMPIO,post,POS,NEUTRAL,1,,,
"¡#LaCiudadQueLoTieneTodo te espera en tus próximas vacaciones de verano! 🚴☀️

Diviértete y disfruta de paseos en bicicleta por los parques y avenidas de la Capital. 

•
•
•
•

#verano #mexicocity #cdmx #ciudaddemexico #parques #laciudadquelotienetodo #veranocdmx 
#summer","la ciudad que lot i ene to do te espera en tus proximas vacaciones de verano 

diviertete y disfruta de paseos en bicicleta por los parques y avenidas de la capital 






vera no mexico city c dmx ciudad de mexico parque s la ciudad que lot i ene to do vera noc dmx 
summer",esperar proxima vacación verano diviertete disfruta paseo bicicleta avenida capital city mexico parque ciudad lot ene vera noc dmx summer,1,dmx,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,4,,,
"#UnDíaComoHoy pero de 1954, fallece la artista mexicana Frida Kahlo.💙

Hoy la recordamos y también a su obra artistica definida por un sello autobiográfico. 🎨✨

A la fecha es una de las mujeres artistas destacadas en nuestro país y en el mundo, debido a la exaltación en sus propuestas artísticas de elementos culturales de México como trajes típicos, colores y naturaleza.

Museo Frida Kahlo es el recinto histórico que contiene el acervo de esta gran artista y te espera en tu próxima visita a #LaCiudadQueLoTieneTodo. 😉","und a como hoy pero de 1954 fallece la artista mexicana frida kahlo

hoy la recordamos y tambien a su obra artistica definida por un sello autobiografico 

a la fecha es una de las mujeres artistas destacadas en nuestro pais y en el mundo debido a la exaltacion en sus propuestas artisticas de elementos culturales de mexico como trajes tipicos colores y naturaleza

museo frida kahlo es el recinto historico que contiene el acervo de esta gran artista y te espera en tu proxima visita a la ciudad que lot i ene to do",und fallecer mexicano frido recordar obra artistico definido sello autobiografico fecha mujer destacado pais mundo exaltacion propuesta artistica elemento cultural mexico traje tipico color naturaleza museo frida kahlo recinto historico contener acervo artista esperar proximo visita ciudad lot ene,3,mexico,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,0,,,
"¿Y tú ya tienes tu estampilla postal conmemorativa por #100AñosHaciendoHistoria del Zoológico de @chapultepeccdmx ? 📮🐼

Corre por ella a alguno de los centros u oficinas del Servicio Postal Mexicano. 😉

#mexicocity #postalservice #postalcdmx #cdmx #turismo #turismocdmx #colecciones #coleccion #zoo #zoológicodechapultepec #100años #memories #memoriesofmexicocity","y tu ya tienes tu estampilla postal conmemorativa por 100 a os haciendo historia del zoologico de   

corre por ella a alguno de los centros u oficinas del servicio postal mexicano 

mexico city postal service postal c dmx c dmx turismo turismo c dmx cole cci ones cole cci on zoo zoo l gi code chap ul te pec 100 a os memories memories of mexico city",tener estampilla conmemorativo historia zoologico correr centro oficina servicio mexicano service postal turismo dmx ones cole cci zoo code chap pec memoriar memori mexico city,1,dmx,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,2,,,
"Un paseo por el Centro Histórico de la Ciudad de México.

¿Reconoces este cruce de dos populares avenidas? 

Como pista, el Museo del Estanquillo se encuentra en este cruce y es una de las áreas de tránsito peatonal más concurridas, pues tiene llegada al Zócalo de la Ciudad. 😯

¿Sabes cuáles son? 🤔

#cdmx #mexicocity #travel #streetphotography #turismo #streetphotographers #urbanphotography #turismocdmx","un paseo por el centro historico de la ciudad de mexico

reconoces este cruce de dos populares avenidas 

como pista el museo del estanquillo se encuentra en este cruce y es una de las areas de transito peatonal mas concurridas pues tiene llegada al zocalo de la ciudad 

sabes cuales son 

c dmx mexico city travel street photography turismo street photographers urban photography turismo c dmx",paseo centro historico reconocer popular avenida pista museo estanquillo cruce area transito peatonal concurrido llegada zocalo ciudad mexico city travel street photographers urban photography turismo dmx,3,mexico,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,0,,,
"¡El Zoológico de Chapultepec celebra #100AñosHaciendoHistoria en este 2023! ✨ 

Ven a visitar este centro de conservación de la vida silvestre y disfruta el recorrido por los diferentes biomas y especies de animales silvestres que habitan en México y otras partes del mundo. 

El 6 de julio de 1923, se colocó la primera piedra del Zoológico y fue fundado por Alfonso L. Herrera, científico, naturalista mexicano considerado el padre de la biología en México. 

•
•
•
•
•
•

#zoo #cdmx #chapultepec #bosque #mexicocity #nature #laciudadquelotienetodo #zoológico #chapultepeczoo","el zoologico de chapultepec celebra 100 a os haciendo historia en este 2023  

ven a visitar este centro de conservacion de la vida silvestre y disfruta el recorrido por los diferentes biomas y especies de animales silvestres que habitan en mexico y otras partes del mundo 

el 6 de julio de 1923 se coloco la primera piedra del zoologico y fue fundado por alfonso l herrera cientifico naturalista mexicano considerado el padre de la biologia en mexico 








zoo c dmx chap ul te pec bosque mexico city nature la ciudad que lot i ene to do zoo l gico chap ul te pec zoo",chapultepec celebrar historia ver visitar centro conservacion vida silvestre disfrutar recorrido bioma especie animal silvestres habitar parte mundo julio colocar piedra zoologico fundar alfonso herrera cientifico naturalista mexicano considerado padre biologia dmx bosque mexico city nature ciudad lot ene gico chap pec zoo,3,mexico,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,1,,,
"¿Ya tienes planes para este fin de semana?

¡La grandeza de Oaxaca llega al Zócalo de la Ciudad de México! 🎊✨

No te pierdas el ""Documental 16 etnias y el pueblo afromexicano de Oaxaca"" y sus proyecciones en el marco de la Guelaguetza, la máxima fiesta de Oaxaca. 🎬✨

Junto a autoridades de la Secretaría de Turismo del Estado de Oaxaca, la  Dra. Nathalie Desplas, titular de la Secretaría de Turismo de la Ciudad de México, participó en el corte de listón del Cinemóvil que proyectará gratuitamente un documental que muestra la riqueza étnica, folclórica y cultural que se reúne en la Guelaguetza.
 

🗓️ Del 7 al 9 de julio
📍 Zócalo de la Ciudad de México 
🕘 Funciones de 12:00 13:30 15:00 16:30 18:00 19:30
🎟 Entrada libre","ya tienes planes para este fin de semana

la grandeza de oaxaca llega al zocalo de la ciudad de mexico 

no te pierdas el documental 16 etnias y el pueblo afromexicano de oaxaca y sus proyecciones en el marco de la guelaguetza la maxima fiesta de oaxaca 

junto a autoridades de la secretaria de turismo del estado de oaxaca la  dra nathalie desplas titular de la secretaria de turismo de la ciudad de mexico participo en el corte de liston del cinemovil que proyectara gratuitamente un documental que muestra la riqueza etnica folclorica y cultural que se reune en la guelaguetza
 

 del 7 al 9 de julio
 zocalo de la ciudad de mexico 
 funciones de 1200 1330 1500 1630 1800 1930
 entrada libre",tener plan semana grandeza llegar pierdar etnias pueblo afromexicano proyección marco maximo fiesta autoridad oaxaca dra nathalie desp él titular secretaria turismo participo corte liston cinemovil proyectar gratuitamente documental mostrar riqueza etnico folclorico cultural reune guelaguetza julio zocalo ciudad mexico función entrada libre,3,mexico,CDMX_CORPUS_LIMPIO,post,POS,NEUTRAL,-1,,,
"📍Jardín Hidalgo en Coyoacán 

Este verano #LaCiudadQueLoTieneTodo te espera para pasear en sus plazas públicas, barrios icónicos e históricos. ☀️

#cdmx #turismocdmx #turismo #coyoacan #mexicocity #travelphotography #traveler","jardin hidalgo en coyoacan 

este verano la ciudad que lot i ene to do te espera para pasear en sus plazas publicas barrios iconicos e historicos 

c dmx turismo c dmx turismo coyoac an mexico city travel photography traveler",jardin hidalgo coyoacan verano ciudad lot ene esperar pasear plaza publica barrio iconico historico dmx turismo coyoac mexico city travel photography traveler,1,dmx,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,2,,,
"Museo Nacional de las Culturas del Mundo, @museoculturas 🌎✨ 

Este grandioso recinto te lleva de viaje en el tiempo a distintas culturas como: Corea, Egipto, Roma, Grecia y más.

Al concluir tu visita tómate un respiro y disfruta el escenario en su patio central. 

•
•
•
•
•

#museo #cdmx #museocdmx #travel #roma #egipto #corea #culture #ciudaddemexico #museum","museo nacional de las culturas del mundo   

este grandioso recinto te lleva de viaje en el tiempo a distintas culturas como corea egipto roma grecia y mas

al concluir tu visita tomate un respiro y disfruta el escenario en su patio central 







museo c dmx museo c dmx travel roma eg ip to corea culture ciudad de mexico museum",nacional mundo grandioso recinto viaje tiempo cultura egipto grecia concluir visita tomate respiro disfrutar escenario patio central museo dmx travel roma corea culture ciudad mexico museum,3,mexico,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,0,,,
"¡Planetario Luis Enrique Erro es el sitio ideal para aprender sobre astronomía y ciencia! ✨🪐🔭

Ven a conocer este lugar de #LaCiudadQueLoTieneTodo y disfruta de sus espacios:

🤩Domo de Inmersión digital
🛰️Mural Gráfico de Astronomía
🔭Edificio “Constelaciones”

Adéntrate a este lugar y descubre grandiosos datos sobre el sistema solar, el cuerpo humano, estudios de la astronomía y mucho más. 😉

Consulta su programación en 👉 www.ipn.mx/ddicyt/planetario.html

@planetarioluisenriqueerro","planetario luis enrique erro es el sitio ideal para aprender sobre astronomia y ciencia 

ven a conocer este lugar de la ciudad que lot i ene to do y disfruta de sus espacios

domo de inmersion digital
mural grafico de astronomia
edificio constelaciones

adentrate a este lugar y descubre grandiosos datos sobre el sistema solar el cuerpo humano estudios de la astronomia y mucho mas 

consulta su programacion en",planetario luis enrique erro sitio ideal aprender ciencia ver ciudad lot ene disfrutar espacio domo inmersion digital mural grafico edificio constelación adentratar lugar descubrir grandioso dato sistema solar cuerpo humano estudio astronomia consulta programacion,3,mexico,CDMX_CORPUS_LIMPIO,post,POS,NEUTRAL,0,,,
"¡Porque en la diversidad florece la riqueza, celebramos que #EresConOrgullo en #LaCiudadQueLoTieneTodo! 🏳️‍🌈🏳️‍⚧️✨

La Ciudad de México se vistió de color en la 45ª Marcha del Orgullo LGBTTTIQ+ y da la bienvenida a todas, todos y todes, en este encuentro de expresión y manifestación por el respeto a la diversidad y el amor.

📸por @semo_dron 

•
•
•
•
•
#turismodecolores #turismocdmx #cdmx #lgbtq #pride #marchalgbt #mexicocity #","porque en la diversidad florece la riqueza celebramos que ere s conor gull o en la ciudad que lot i ene to do 

la ciudad de mexico se vistio de color en la 45a marcha del orgullo lgbtttiq y da la bienvenida a todas todos y todes en este encuentro de expresion y manifestacion por el respeto a la diversidad y el amor

por  






turismo de color es turismo c dmx c dmx lgbt q pride march a lgbt mexico city",florecer riqueza celebrar ere conor gull lot ene ciudad vistiir 45a marcha orgullo lgbtttiq bienvenida todes encuentro expresion manifestacion respeto diversidad amor color turismo dmx pride march lgbt mexico city,1,dmx,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,-1,,,
"Espejo de Agua en el Museo Nacional de Antropología 

El estanque de la Sala Mexica se encuentra ubicado en el centro de este grandioso museo y te invita a apreciar este escenario que, a palabras del @mnantropologia: evoca el origen lacustre de la cultura mexica.","espejo de agua en el museo nacional de antropologia 

el estanque de la sala mexica se encuentra ubicado en el centro de este grandioso museo y te invita a apreciar este escenario que a palabras del  evoca el origen lacustre de la cultura mexica",espejo agua nacional antropologia estanque sala ubicado centro grandioso museo invitar apreciar escenario palabra evocar origen lacustre cultura mexico,3,mexico,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,-1,,,
"Una mañana en Templo de El Carmen 

Un vistazo a la explanada de este recinto religioso en el icónico barrio de San Ángel en Alcaldía Álvaro Obregón. 

Aprovecha tu visita y pasea por mercados, museos, plazas públicas y bazares de la zona.

•
•
•
•
•

#turismoreligioso #iglesia #mexicanchurch #sanangel #mexicocity #ciudaddemexico #thisismexicocity #thisismexico #laciudadquelotienetodo 
#history #museum #religion @museodeelcarmen","una manana en templo de el carmen 

un vistazo a la explanada de este recinto religioso en el iconico barrio de san angel en alcaldia alvaro obregon 

aprovecha tu visita y pasea por mercados museos plazas publicas y bazares de la zona







turismo re lig io so iglesia mexican church san angel mexico city ciudad de mexico this is mexico city this is mexico la ciudad que lot i ene to do 
history museum religion",manana templo carmen vistazo explanada recinto religioso iconico barrio alcaldia alvaro obregon aprovechar visita pasear mercado museo plazas publica bazar zona turismo lig iglesia mexicar church san angel city this mexico ciudad lot ene history museum religion,1,dmx,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,2,,,
"¡Únete a los recorridos y disfruta de museos, parques, espacios recreativos y mucho más en el Verano Turismo para el Bienestar #ColibríViajero! 😉

Consulta la programación semanal en👇
http://turismo.cdmx.gob.mx","unete a los recorridos y disfruta de museos parques espacios recreativos y mucho mas en el verano turismo para el bienestar coli br via j ero 

consulta la programacion semanal en",unete recorrido disfruta museo parques espacio recreativo verano turismo bienestar coli via ero consultar programacion semanal,3,mexico,CDMX_CORPUS_LIMPIO,post,NEU,NEUTRAL,-1,,,
"¡Música, color y vida caracterizan al Coro Gay Ciudad de México, que hoy 13 de junio celebra su 10° aniversario! 🏳️‍🌈 🎶🎤 🏳️‍⚧️ 

Felicitamos a todas aquellas personas de la población #LGBTTTIQ+ que lo integran, así como a sus aliados, pues de manera conjunta ponen su indudable talento, compromiso, desempeño y entusiasmo en espectáculos temáticos de temporada, que les ha llevado muy lejos en escenarios de ciudades como Nueva York, representando a #LaCiudadQueLoTieneTodo. 

¡Muchas felicidades por estos primeros 10 años de muchos más en su trayectoria! ❤️ ✨ 

#SecturCDMX #EresConOrgullo #CDMX #music #coro #música #mexicanartist @cgcdmx","musica color y vida caracterizan al coro gay ciudad de mexico que hoy 13 de junio celebra su 10 aniversario    

felicitamos a todas aquellas personas de la poblacion lgbt tt iq que lo integran asi como a sus aliados pues de manera conjunta ponen su indudable talento compromiso desempeno y entusiasmo en espectaculos tematicos de temporada que les ha llevado muy lejos en escenarios de ciudades como nueva york representando a la ciudad que lot i ene to do 

muchas felicidades por estos primeros 10 anos de muchos mas en su trayectoria   

sect urc dmx ere s conor gull o c dmx music coro m sica mexican artist",musica color vida caracterizar gay mexico junio celebrar aniversario felicitar persona poblacion lgbt integrar aliado conjunto poner indudable talento compromiso desempeno entusiasmo espectaculo tematico temporada llevar lejos escenario york representar ciudad lot ene felicidad ano trayectoria sect urc ere conor gull dmx music coro sico mexican artist,1,dmx,CDMX_CORPUS_LIMPIO,post,NEU,RESPONSABILIDAD,0,,,
"En el embarcadero de Zacapa, Montserrat Elidey Acevedo, la Flor más Bella del Ejido 2023, recorre los canales de Xochimilco, uno de los atractivos más especiales de la Ciudad de México y que todo visitante disfruta en recorridos en trajinera con vista a las chinampas y grandiosos escenarios naturales donde también puedes aprender sobre la producción de vegetales y hortalizas en la región.

#LaCiudadQueLoTieneTodo es naturaleza y te espera. Visita @alcaldiaxochimilcooficial y descubre el encanto de sus paisajes, tradiciones y gastronomía. 

•
•
•
•
#xochimilco #cdmx #mexicocity #nature #trajinera #mexicanculture #ciudaddemexico #mexicoexperience #experiencia #travelphotography","en el embarcadero de zacapa montserrat elidey acevedo la flor mas bella del ejido 2023 recorre los canales de xochimilco uno de los atractivos mas especiales de la ciudad de mexico y que todo visitante disfruta en recorridos en trajinera con vista a las chinampas y grandiosos escenarios naturales donde tambien puedes aprender sobre la produccion de vegetales y hortalizas en la region

la ciudad que lot i ene to do es naturaleza y te espera visita  y descubre el encanto de sus paisajes tradiciones y gastronomia 





xo chi mil co c dmx mexico city nature t raj in era mexican culture ciudad de mexico mexico experience exp erie nci a travel photography",embarcadero montserrat elidey acevedo flor bello ejido recorrer canal xochimilco atractivo especial visitante disfrutar recorrido trajinera vista chinampa grandioso escenario natural aprender produccion vegetal hortaliza region lot ene naturaleza esperar visita descubrir encanto paisaje tradición gastronomia chi mil dmx city nature raj mexican culture ciudad mexico experience exp erie nci travel photography,1,dmx,CDMX_CORPUS_LIMPIO,post,POS,NEUTRAL,1,,,
"¡La gastronomía de México trasciende fronteras y corazones! 💚🌎

La periodista Anna Norstrom @annaonthemove , especializada en gastronomía, vinos y viajes, y ganadora del premio ""Travel Article of the Year"", con un artículo sobre la gastronomía de México, otorgado por la Asociación Mundial de Agencias y Representantes Nacionales de Turismo, visitó la Ciudad de México.

Ya se encuentra preparando artículos que expondrán sus experiencias, y por supuesto, la riqueza culinaria de la Capital, para compartir con su público internacional.

¡Gracias por visitarnos, Anna! 

#SecturCDMX #gastronomy #internationalgastronomy #mexicangastronomy #mexicancuisine #mexico @sectur_mx @turkishairlines 
@viajavolaris @tezontlerest","la gastronomia de mexico trasciende fronteras y corazones 

la periodista anna norstrom   especializada en gastronomia vinos y viajes y ganadora del premio travel article of the year con un articulo sobre la gastronomia de mexico otorgado por la asociacion mundial de agencias y representantes nacionales de turismo visito la ciudad de mexico

ya se encuentra preparando articulos que expondran sus experiencias y por supuesto la riqueza culinaria de la capital para compartir con su publico internacional

gracias por visitarnos anna 

sect urc dmx gastronomy international gastronomy mexican gastronomy mexican cuisine mexico",trascender frontera corazón periodista norstrom especializado vino viaje ganadora premio travel article the year gastronomia otorgado asociacion mundial agencia representante nacional turismo ciudad preparar articulo expondran experiencia riqueza culinario capital compartir publico internacional gracias visitar yo anna sect urc dmx international gastronomy mexican cuisine mexico,3,mexico,CDMX_CORPUS_LIMPIO,post,POS,NEUTRAL,0,,,
