descripcion_procesada_es,fuente,cluster,sentimiento,frame,subtopico
preparese inmersion reserve recorrido buceo anticipacion revise todos equipos pueda necesitar googles fins snorkel certificacion scuba requisito obligatorio bucear preparate explorar profundidades,post,8,NEU,NEUTRAL,-1
plaza san miguel corazon muestra cultura local compras comida corazon comience visita alli cuando igual san miguel plazas an miguel,post,6,NEU,NEUTRAL,-1
pez leon puede ser aturdidor pero causando gran revuelo estos invasores carecen depredadores naturales interviene excursiones exclusivas pesca leon unase nosotros batalla proteger nuestros arrecifes mantener delicado equilibrio nuestro mundo submarino lion fish,post,8,NEU,NEUTRAL,-1
conocido belleza natural turquesas transparentes playas arena blanca vibrantes arrecifes coral nombre remonta antigua civilizacion maya llamo of swallows deslizate ver aves sagradas abundaban condujeron nombre poetico swallows,post,9,POS,NEUTRAL,-1
ofrecera emoconanos actuatas acuatas descubriras belleza naturaleza oceano todo susplendor filmado olaf fischer,post,8,NEU,NEUTRAL,-1
sabias concentra 60 total turistas turistas cruceros puertos grandes concurridos estado hijo testigos flujo constante cruceros barcos carga embarcaciones reflejan dinamica maritima region d iamar it i momo mundi hay reconocemos solitario todos trabajan comprometidos preservar nuestros oceanos sino tambien traves actividad promueve comercio conectididad comercio c ruc eros,post,9,NEU,NEUTRAL,-1
vistio gloria pasion deportiva domingo lleno desafios epocion campeonato mundial im 703 nos dejo sin aliento celebamos orgullo nuestro atleta tomas rodriguez cada brazada pedalazo zancada demostro suenos alcanzan esfuerzo corazon festejamos victoria absoluta edicion numero 12 ironman 70 3 felicitamos tambien luciano taccone hannah berry just in rie ley sara crowley guru tze fra des 2 450 atletas desafiaron limites resistencia perseverancia ise evento deportivo delm felicidades campeons lograron deportes camp eon mazda,post,6,NEU,NEUTRAL,-1
amor merece escenario tan espectacular nuestras playas celebrar comienzo juntos sera expencia unica segun 4to destino playa romannico mundo este23 bod as romance p are j as,post,4,NEU,NEUTRAL,-1
lugar indicado recuperador energia crear nuevos recuerdos grande hara pasar momentos increibles desconexion diversion,post,6,POS,NEUTRAL,-1
ya ha planeado proximas vacaciones deje quite todas preocupaciones entre estado paz libertad encuentra peace,post,0,NEU,NEUTRAL,-1
rayos sol cearan ambiente proxima cuieres meterte agua pero disfrutar podras navegar yate catamaran sumergirte sin mojarte submarino lancha good vibes,post,8,NEU,NEUTRAL,-1
submarino 40 sitios unicos bucear e interactuar maravillas acuticas comoos mantarrayas visita magia ocula bajo superficie mant array as,post,8,NEU,NEUTRAL,-1
meditacia masajes hasta yoga piedras calientes receta perfecta restaurante restaurante sera refugio reconectar eencia transportate estado serenidad caribemexicano to dover no c pt q,post,3,NEU,NEUTRAL,-1
bote fondo claro navegue traves claras e interactue habitantes clear bottom boat friends fun c pt q,post,8,NEU,NEUTRAL,-1
snorkel mano alegria corazon hora sumergirse summer planifique viaje inolvidable asegurese visitar cielo playa arena blanca cristalinas puede observar muchos estrellas habitan fondo doble toque desea bucear encuentra aventuras mexicanctaribbean summer to fullest,post,0,NEU,NEUTRAL,-1
rompe rutina disfruta perfecto toda familia dias llenos castillos arena caidas diversion family perfect escape,post,0,NEU,NEUTRAL,-1
aventuras son mejores grupo amigos alquile jeep explore costa juntas tenga quienes seran companeros aventuras hijo mejores compania grupo amigos renten jeep exploren juntos costa vivan quienes seran compenseros x pueblo magic o,post,9,NEU,NEUTRAL,-1
advantage alojarse hotel frente playa sintiendo brisa marina acariciando cara todas mananas disfrutando electrica etiqueta persona perfecta acompanarte viaje ventajas hospedarte hotel frente sentir cada manana brisa marina acariciando rostro disfrutar etiqueta persona perfecta acompanarte viaje pueblo magic o resorts,post,5,NEU,OPORTUNIDAD,-1
senal universo llamada ha estado esperando nuestro invita descubrir encanto cultura llenos color alegria doble toque cree senales senal universo llamado estabas esperando nuestro invita descubrir encanto cultura llena color algria crees senales pueblo magic o,post,6,NEU,NEUTRAL,-1
amor colores declare amor inolvidable belleza haga destino ideal sellar amor eterno guarde publicacion inspiracion amor color declara amor caribeno belleza respira hacen destino ideal seltar amor eterner guarda inspiracion marriage wedding love,post,7,POS,NEUTRAL,-1
tiempo precioso disfruta cada segundo corazon encontraras celebra paso tiempo descubra ubicado centro pocos pasos paseo maritimo cada tick tock nos recuerda aprovechar maximo cada segundo corazon encontaras celebra paso tiempo ubicado centro unos pasos malecon cada tic tac nos recuerda aprovechar maximo cadada segundo downtown pueblo magic o,post,7,NEU,NEUTRAL,-1
suenos submarinos vive fantasia ser sirena sumergete dejese estar envuelto magia cristalinas mientras exploras hasta encuentres greptagrafica doble toque sueno marino tambien vive fantasia ser sirena sumelggete dejate envolver magia cristalinas mientras exploras hasta encontrario peces tropicales tambien tueno marino free dive snorkel reef reels,post,8,POS,NEUTRAL,-1
imita arte arte imita creatividad fusiona belleza natural dar capturan tropical cada trabajo art reflejo magia cultura querras fotografiarlos todos toque doble ya tiene camara lista creatividad fusiona belleza natural dar capturan parainso tropical cada obra arte reflejo magia cultura curaras fotografiar todos ya tienes camara lista mural street art colorful pueblo magic o,post,1,NEU,NEUTRAL,-1
bienvenido ciudad magica nueva descubra marina decora playas estan llenas encanto historia cultura entrelazadas cientos actividades esperan usted guarde publicacion agregar lista destinos visitar bienvenidos nuevo pueblo magico marina dora playas estan llenas encanto historia cultura entrelazan cientos actividades esperan guarda acordgarlo lista destinos visita drone pueblo magic o,post,9,NEU,NEUTRAL,-1
hay mejor artista madre naturaleza gracias capturar siempre nos sorprende pinta cielo todas noches tienes fotos sunset etiquetos hay mejor artista propia naturaleza gracias capturar siempre nos sorprende pintan cielo cada tarde tienes fotos tarde cer etiquetanos sunset photography,post,9,NEU,NEUTRAL,-1
maravillas sorprenderan encontrara uct slip bucear doble toque listo maravillas sorprenderan encontraras uct desliza sumergirte listo diving u und water ocean marine life,post,8,NEU,NEUTRAL,-1
maravilate ante esculturas submarinas profundidades explore lleno arte belleza mientras admira estos son testimonio amor cultura historia creatividad gustaria recrear fotografia encuentra esculturas submarinas profundidades explora lleno arte belleza mientras admiras testimonio amor cultura historia creatividad gustaria replicar fotografia free diving cuba diving art,post,1,NEU,NEUTRAL,-1
experimente inolvidable bote fondo vidrio descubra maravillas mundo submarino mientras desliza sobre admira opiniones tanto dentro fuera agua deja comentarios viaje tan azul vive inolvable lancha transparente maravillas mundo submarino mientras deslizas sobre admiras vistas tanto dentro fuera agua comenta paseo asi azul clear boat ride insta gram reels reels,post,8,POS,NEUTRAL,-1
nuestra une celebracion world lgbt q tourism day destino celebra todo ano encontrara atmosfera acogedora vibrante respeta todas formas ven unete celebracion llena alegria aceptacion nuestra une celebracion mundi turismo lgbt q destino celebra todo ano encontraras ambiente acogedor vibrante respeta todas formas ven unete celebracion celebracion llena alegria actacion pride love is love,post,6,NEU,NEUTRAL,-1
deslice sobre cielo puedes siente serenidad lugar maravillate rodea listo ver verdadero cielo tierra deslizate sobre cielo podras uct siente serenidad maravillate rodea listo conocer verdadero cielo tierra paddle board sup,post,5,NEU,NEUTRAL,-1
invitacion sumergirse nuestras cristalinas lleno color espera dejese ser cautivado peces nadan alrededor sientan emocion acuatica descubriras magia escondida debajo superficie invitacion sumergirte nurestras cristalinas tepera lleno color dejate cautivar peces nadan alredore siente emocona acuatica descubiras magia ocula bajo superficie reef underwater marine life,post,8,NEU,NEUTRAL,-1
ansiando delicias culinarias descubra muchos le ofrecen combinacion perfecta sabores autenticos paisajes impresionantes probaras mejor estilo paella caribeno tejan delicias culinarias muchos ofrecen probaras mejor paella estilo caribeno food ie food,post,3,NEU,NEUTRAL,-1
preparate encuentro habitantes dulces pequenas criaturas enmascaradas llaman robaran corazon mientras exploras deja comentarios puedes esperar conocer uno ellos preparate encuentro ternura estos pequenos sieres antifaz llaman robaran corazon mientras exploras comenta puedes esperar conocer uno ellos wildlife,post,2,NEU,NEUTRAL,-1
amantes cruceros espera impresionantes paisajes exuberante belleza natural cuando vea sabra punto doble toque llegaras crucero cruceristas espera paisajes intensos belleza exuberante natural cuando veas sabras punto tener oportunidad crear recuerdos inolvidables lllegaras cr u cero mir ice,post,5,NEU,OPORTUNIDAD,-1
experimente celebracion color cultura cedral ven vibrante colorido encanto explore aprendera sobre increible cultura local medida energia unica envuelva vive fiesta colores cultura cedral acercate vibrante colorido encanto explora conoceras asombrosa cultura mientras local envia energia unica ced ral insta gram reels reels,post,6,NEU,NEUTRAL,-1
deslumbra cielo estrellado misteriosa dama arisha pierda oportunidad contemplar brillo estrellas combina misterio barco varado agregando toque escenario deslumbra cielo estrellado miterioso lady arisha pierdas oportunidad contemplar brillo estrellas mezcla misterio barco encallado anade toque escenario night sky night photography,post,9,NEU,OPORTUNIDAD,-1
vigilante visitar punta sur puede perderse celerain lighthouse captura rica historia impresionante belleza absorbiendo historias sabias sobre lugar vigilante visitar punta sur conocer far o cel era in captura tanto rica historia oferta belleza absorbio relatos conocias lugar do i have to have name,post,9,POS,NEUTRAL,-1
carrera unete celebracion epica 10 anos 12 noviembre cultura deportes viaja ruta ofrecera vistas panoramicas largo 160 km 80 km unete epica celebracion 10 anos gf ny 12 noviembre cultura deporte rueda ruta ofrecera vistas panoramicas largo 160 km 80 km,post,2,NEU,NEUTRAL,-1
demasiado genial ti mira divirtiendose sabemos mascota ama aventuras nuestros alojamientos son etiqueta alguien puede viajar sin amigo peludo mira divirtien dosa sabemos mascota ama aventuras eso nuestros hospedajes son etiqueta alguien pueda viajar sin peludo amigo,post,9,POS,NEUTRAL,-1
bienvenido sabras llegado cuando ves letras vibrantes esmalte todos nuestros visitantes capturan perfectamente colorida esencia tienes camara lista bienvenidos cuando ojos encuentren letras vibrantes sabras tiene llegado endora todos nuestros visitantes captura perfectamete colorida esencia tienes camara lista,post,2,NEU,NEUTRAL,-1
mundo lleno plumas canciones melodiosas birdwatching lovers exuberante vegetacion riqueza natural encontraras muchos dejaran asombrado sabes llama pajaro mundo lleno plumas cantos melodiosos exuberante vegetacia riqueza natural encontaras gran varidad dejaran maravillado sabes llama ave hummingbird,post,9,NEU,NEUTRAL,-1
amigos viajan juntos permanecen juntos hay nada nos da momentos inolvidables compania quienes comparten nuestra pasion diversion etiqueta proximo viaje hay nada nos regala momentos inolvidables compania aquellos comparte nuestra pasion diversion etiqueta proximo viaje,post,7,NEU,NEUTRAL,-1
suenos encuentran horizonte contemplar llenando cielo color admire sol rayos suaves acariciando creando reflejo dejara sin aliento etiqueta alguien quien quieras compartir momento suenos encuentran horizonte contempla llenando color cielo admira sol suaves rayos acariciar creando reflejo dejara sin aliento etiqueta alguien quien quieras comartir momento sunset photography,post,5,NEU,NEUTRAL,-1
algun lugar alla cielo tiene tesoro natural dejara sin aliento cada aleteo adorna arena blanca fueran pinceladas magnifica obra arte listo bucear cielo imperdible hacer snorkel tenene ti tesoro natural dejara sin aliento cada aleeto adornan arena blanca fuyan pinceladas magnifica obra arte list sumergirte cielo,post,8,NEU,NEUTRAL,-1
lienzo lleno colores esperan ser explorados pasion artistica aire hermosa usted uct guarde publicacion preparese experimentar viaje visual lleno sorpresas lenzo lleno colores esperando ser explorado pasion artistica respira hermosa mientras uct guarda preparate vivir viaje visual lleno sorpresas,post,1,NEU,NEUTRAL,-1
respira disfruta disminuye velocidad debes sentarte columpio frente joya escenario perfecto relajarse desconectar ajetreo diario doble toque viaje ensueno respira disfruta baja ritmo necesitas sentarte columpio frente disfrutar joya caribena escenario perfecto relajarte desconectar ajetreo diario viaje senueno,post,5,NEU,NEUTRAL,-1
oh lugares iras bordo submarine nos muestra tres cosas podras ver coral colorido coral fascinantes criaturas marinas barco hundido listo bucear bordo sub marino nos masestra tambien puedes vivir profundidades tres cosas podras ver coloridos presenta coral fascinantes criaturas marinas barco hundido listo sumergirte underwater reels,post,8,NEU,NEUTRAL,-1
podras admirar punta sur eco beach park belleza incomparable diversidad natural laguna colombia explore llevara lugares sonadores sentira profundo medio ambiente cada paso podras admirar punta sur eco beach park belleza sin igual diversidad natural laguna colombia explora lllevaran rincones seguruena siente profunda entorno cada paso des laguna colombia parks,post,5,NEU,NEUTRAL,-1
libertad viajar sin limites descubrir propios tesoros alquile automovil propio ritmo explorando cada esquina encontrando recuerde detenerse mirador san martin contemplar inmensidad dejar paisajes roben aliento libertad viajar sin licites descubrir propios tesoros renta auto propio ritmo explorando cadada rincon encontrando olvides hacer escala mirador san martin contemplar inmensidad dejar paisaje robe aliento,post,9,NEU,NEUTRAL,-1
dejese ser seducido mixologia escena gastronomica transportara dentro mientras relaja relajado hotel disfruta cada bocado tostan junto dejate seducir cocteleria gastronomia transportaran dentro mientras relajas hotel bohemio disfruta cada bocado brinda frente,post,3,NEU,NEUTRAL,-1
monumento buzo simboliza valentia pasion esto honra intrepidos exploradores profundidades recordatorio suenos hacen realidad convierten leyendas asegurese tomar foto monumento buzo simbolo valentia pasion honra intrepidos exploradores profundidades registro registra losenos hacen realidad convierten leyendas dejes tumarte foto liz ojitos,post,9,NEU,NEUTRAL,-1
bajo siempre hay ritmo natural descubra underwater corales bailan ritmo olas peces deslumbran belleza sumergete dejate cautivarse tesoros bajo hay siempre ritmo natural sub marino sumergete dejate cautivar losoros reef ocean,post,8,NEU,NEUTRAL,-1
impresionante azul espera tome presta mucha atencion reel criatura marina tienes suerte podrias detectar etiquete equipo viajes haga realidad sueno espera descresion azul toma dirigete hacia cielo literal puedas sumergirte veras presta muya atencion reel criatura marina tienes sute podras avistar etiqueta viaje hagan sueno realidad reels,post,8,POS,NEUTRAL,-1
tiene manchas llenas color camine descubra espacios puede volar solo necesita gafas sombrero protegerlo sol telefono completamente cargado mucho deseo posar cada esquina tiene llenos color recorre pastel espacios puede volar solo necesitas unos lentes sombrero protegertte sol bateria telefono muchas ganas posar cada rincon,post,2,NEG,NEUTRAL,-1
cruceros impresionantes anclan turquesa extiende hasta alcanza vista decorado grandes barcos cargo traer vienes cruise cuentanos comentarios planes tienes cruceros imponentes anclan turquesa extive hasta alcanza vista delecedor grandes buques llegas crucero cuentanos comentarios planes tienes pasar lc cu is e ship drone,post,0,POS,RESPONSABILIDAD,-1
letrero estaba esperando visitar descubra playas pintorescos lugares mexicanos esculturas murales creativos muchos encanto preparate inolvidable sedal esperabas visitar razones uct demas preparate inolvidable,post,1,NEU,NEUTRAL,-1
aventurarse mundo submarino vive experiencia diferente rodea cerca tulum atrevete liberar dive descubrir ides barco hundido etiquete persona drive contigo camara submarina aventurate mundo submarino vive experimencia diferente rodea cerca tulu m atrevete hacer bu ceo libre podrias incluso encontrarte bar barco hundido etiqueta persona sumergira contigo camara acuatica 40 min tulu m gram tulu m underwater photography,post,8,POS,NEUTRAL,-1
alguna vez estado san gervasio descubra cuentan historias comunidades milenarias maravilla grandeza civilizacion transportara pasado lleno sabiduria misticismo ya conoces san gervasio cuentan historias comunidades milenarias maravillate ante grandeza civilizacion transportara pasado lleno sabiduria misticismo hollman may culture sanger vas io,post,6,NEU,RESPONSABILIDAD,-1
perfeccion dejese conquistarse sabores aromas mezcla ingredientes frescos cocina tradicional llevara viaje culinario siempre recordara bon appetit dejate conquistar sabores aromas mezcla ingredientes frescos recetas autennticas llevara viaje culinario nunca olvidaras bon appetit seafood,post,3,POS,NEUTRAL,-1
final arco iris mejora belleza natural dandole incluso ven maravillado explosion colores final arcoiris encuentra ven maraville explosion colores,post,6,NEG,NEUTRAL,-1
visita obligada estamos hablando snorkel cielo contemplar contemplaria mona lisa manteniendo distancia admirando asombrado imperdible hobramos snorkelear cielo obra cuya belleza solo podras asimilar real contempla contemplarias mona lisa guardando distancia admirando asombro,post,9,NEU,NEUTRAL,-1
nuestra magica oficialmente partir hoy cultura deportes grande ahora une prestigiosa lista pueblos mac i cos distincion otorga lugares debido naturaleza gente historia tradiciones son elegidos visitantes todo mundo otra vez cultura deporte grande une hoy selecta lista pueblos mac i cos distincion otorga lugares naturaleza gente historia tradiciones hijo elegidos otra vez visitantes mundo,post,6,POS,NEUTRAL,-1
hay puntos instagram cada tres pasos libera espacio telefono porque querras capturar recuerdos toda ciudad le dara cientos esquinas perfectas tomar fotos sonrisa hen spots instagramrebles cada tres pasos libera espacio telefono porque vas querer capturar recuerdos toda coloridas calles pueblo daran cientos rincones perfectos tomar fotos sonrie,post,2,NEU,NEUTRAL,-1
cielo tenido amor recolecta regalos hoy tenemos ti absorbe calma admire vista maravillosa siempre sera imbuida corazon recolecta regalos hoy tenemos ti absorbe calma admira vista maravillosa quedara siempre impregnada corazon sunset,post,7,NEU,NEUTRAL,-1
hermosos son arrecifes puede encantarnos todos dias curioso colores vibrantes corales sensacion paz incomparable nos inunda cuando nos sumergimos azul hermosos son arrecifica tiene capacidad hechizarnos cada curiosas grafica electrica diving reefs,post,8,NEU,NEUTRAL,-1
formas geniales llegar crucero mira asi colorido divertido sonrisa estar formas cool llegar crucero ven asi coloridas divertidas sonrisa estar ozgurguzel cruise,post,5,POS,NEUTRAL,-1
pov eres pajaro nos da oasis ensueno electrica calida brisa tropical vale pena capturar otra perspectiva absorber todo esplendor gracias capturar cielos eres pajaro os regala oasis aseuaro calida brisa tropical vale pena captar otra perspectiva absorberlo todo esplendor gracias retratar cielos drone drones daily,post,5,NEU,NEUTRAL,-1
felicidad siente pies arena sol tostando piel olor sal marina conectate naturaleza hara sentir tienes toda playa ti mismo passion siente pies arena sol tostando piel olor sal conecta naturaleza hara sentir tienes toda playa solo ti pasion is lade pasion,post,5,NEU,NEUTRAL,-1
descubra reloj emblematico caminando uct experiencia inolvidable gustaria vivirlo emblemabfico reloj recorrer podras observar icono rodeado calles llenas color experiencia inolvible gustaria vivirla,post,6,NEU,NEUTRAL,-1
transporta interior alma explore maravilloso chan kana ab park admire belleza nuestro coral nade entre esculturas submarinas volveras superficie renovada e inspirada transporta interior alma explora maravilloso parque chan kana ab admira belleza nuestros coral nada entre esculturas subacuticas volveras superficie renovado e inspirado trip in,post,9,NEU,NEUTRAL,-1
hay muchos anos ver hermosas criaturas hoy world turtle day estamos contando contigo muchos anos seguir viendo maravillosas criaturas hoy mundi dela tortuga marina sobre nuestra huella ambiental viajeros impacto tiene seres hermosos delicados habitantes contamos contigo,post,9,NEU,NEUTRAL,-1
aventuras memorables esperan cual esperando deslizamiento 1minte ver pajaros coloridos 2minte crocodilos puntos laguna colombia 3 camina hermosa playa 4 disfrute vista faro celarain experieras inolvidables esperan cual gustaria vivir primero desliza 1 observar aves coloridas 2 pase avistar cocodrilos laguna colombia 3 caminar hermosa playa 4 disfrutar vista faro celarain,post,5,NEU,NEUTRAL,-1
blues interminable vive experiencia verdaderamente unica navegando descubra belleza mundo u der water perspectiva diferente mismo tiempo enamorarme paisaje superficie listo convertirse uno vive expencia verdadereme unica navegando belleza mundo sub marino perspectiva diferente mientras enamoras tambien paisaje superficie list hacerte uno glass bottom boat,post,8,NEU,NEUTRAL,-1
amor aire recorre costa playas puntos vista paisajes impresionantes viva love quien vienes recorre costa paradisiaca playas miradores paisajes intervisionantes vive amor quien vienes rel s insta gram,post,5,POS,NEUTRAL,-1
relajate deja ir olvidate preocupaciones junto descubra oferta ideal mantener hermosos recuerdos viaje preparate tomar mejores fotos olvida preocupaciones frente oficta ideales guardar bonitos recuerdos vije preparate tomar mejores fotos beach club,post,7,POS,NEUTRAL,-1
modo descanso encuentra sonador resorts quedese lugar magico impresionantes vistas todas comodidades viva encuentra seguido hospedate lugar magico coneurantantes vistas todas comodidadas vive resorts,post,5,POS,NEUTRAL,-1
mejor pov relajate vista podrias pedir belleza natural mientras siente brisa marina piel toque doble desea estar mejor descansar vista puede pedir belleza natural mientras sientos brisa piel gustaria estar,post,5,NEU,NEUTRAL,-1
encantan vistas unicas entonces debes visitar punta sur eco beach park natural hermosas playas comparta carrete amante vistas unicas entonces tienes visitar parque punta sur natural comparte reel etiquetanos far oc elara in,post,9,NEU,NEUTRAL,-1
imaginas llegar lugar nacen suenos sol playa diversion esperan vez haga vuelva publicacion cuentanos comentarios cuando vienes imaginas llegar paradisiaca lugar nacen suenos sol playa diversion esperan pieses vez hagas vuelve cuentanos comentarios cuando vienes,post,5,NEU,RESPONSABILIDAD,-1
vienes solo hay lista verificacion aprovecharla maximo comience visitando parque nacional famoso impresionante laguna arrecifes coral dirigete puedes probar diferentes tipos tequila e incluso tomar cantarito pintado mano recuerdo termine tarde relajante debes probar seafood specialties vienes solo dejamos disfrutar maximo comienza visitando parque nacional famoso prensionante laguna formactiones coral dirygete uct termina disfrutando tarde relajante tienes probar especialidades mariscos activities,post,5,NEU,NEUTRAL,-1
momento felicidad completa veces cosas simples pueden ser hermosas encontraras sunset mira comenta manifiesta momento momento completa felicidad veces cosas simples pueden ser hermosas encontraras eso at ard re cer observa transportate estado paz algria comenta manifiesta momento asi sunset hunter,post,2,NEU,NEUTRAL,-1
propio ritmo visitar recomendamos mejores alternativas explorar cada rincon cientos viajeros eligen opcion conocer tropical sin limites visitar recomendamos mejores alternativas explorar cada rincon eso cientos viajeros eligen opcion conocer sin limites tropical life,post,5,NEU,NEUTRAL,-1
explore profundidades sin necesidad nadar embarcate otro nivel experiencia moverse traves uno estos vasos realmente unica deje continuacion sienta pez agua sin mojarse explora profundidades sin necesidad nadar embrcate otro nivel experiencia desplazarse naves verdaderamete unica comenta gustaria sentrte pez agua sin tener mojarte submarine atlantis,post,8,NEU,NEUTRAL,-1
necesitas playa hora espera brazos abiertos puedas disfrutar brisa marina calidos rayos sol comodidad club playa junto hace falta playa llego hora vera brazos abiertos pare puedas disfrutar brisa calidos rayos sol comodidad frente beaches,post,5,NEU,NEUTRAL,-1
explore faros hay ademas ayudar botes mueven alrededor han convertido emblemas viajeros curiosos disenos ubicaciones distintivas sabes encuentra explora faros heno ademas ayuda embarcaciones desplazan alrededo ha convertido emblemas viajeros curiosos caracter alsticos disenos locaciones sabes queda lighthouse,post,9,NEU,NEUTRAL,-1
ponga pose destino ideal viajeros buscan nuevas experiencias ayuda nuestros instructores locales puede aprender rapidamente bucear profesional gustaria hacer destino ideal viajeros buscan newevas experiencias ayuda nuestros instructores locales podras aprender rapidamete bu cear profesional otra cosa gustaria hacer diving,post,5,POS,NEUTRAL,-1
salud hay ese viaje juntos veces todo necesita empacar maletas ponerse humor correcto volar electrica etiqueta equipo ideal disfrutar algunas bebidas junto salud ese vieje juntos veces unico hace falta hacer maletas enverar correcto volar mejores amigos etiqueta ideal disfrutar unos frente friends trip,post,7,POS,NEUTRAL,-1
razones maravillas naturales jungla sunes sol romanticos aventuras acuaticas memorables celebre amor razones vivir joyas naleses selva romanticos atardeceres aventuras acuticas inolvidables celebren amor,post,5,NEU,NEUTRAL,-1
sabia cocodrilos han habitado planeta durante 240 millones anos sur puedes admirar estos increibles seres prehistoricos recuerde mantener precaucion distancia observarlos moverse agua seguridad atreves experimentar belleza sabias cocodrilos habitan planeta hace 240 milones anos uct seguridad tuya recuerda mantener precaucion distancia contemplarlos desplazarse agua atreves experimento belleza admire preserve,post,9,NEU,NEUTRAL,-1
mejor junto mejor plan unas vacaciones sentarse mejores amigos disfrutar brisa marina calidos rayos sol sillas estan esperando primeros 2 deben recorrido mejor plan unas vacaciones uct sillas estan esperando 2 primeros deben paseo beaches,post,5,NEU,NEUTRAL,-1
divi r tradicion uno mejores lugares mundo practicar monumento paseo maritimo busca representar exaltar todos viajeros locales practican deporte tanta pasion bu ceo tradicional uno mejores lugares mundo practicar igrafica watersports,post,9,NEU,NEUTRAL,-1
bien dedos disfrute deliciosos tacos marlin preparados captura tiene muchos sabores le damos ese giro tropical boca boca disfruta unos deliciosos tacos marlin preparados pesca tiene gran varidad sabores le dimos e tropical tejo food ie,post,3,NEU,NEUTRAL,-1
hora bucear cuando llama mejor puede hacer obtener gafas aletas prepararse disfrutar agua fria listo todos momento sumergirte cuando llama mejor puedes hacer buscar aletas prepararte disfrutar agua fresca listo todas diving,post,8,NEU,NEUTRAL,-1
vamos explorar mundo submarino cuando cristalinas muy probable encuentres escuela peces sabias protegen depredadores agrupando asi cuando hagas cristalinas muy probable encuentre banco peces sabias agrupandosa forma protegen depredadores oficial free diving,post,8,NEU,NEUTRAL,-1
momentos invaluables disfruta paisajes familia crea hermosos recuerdos toda deja emoji continuacion proximo va estar golondrinas momentos tienen precio disfruta paisajes compania familia crea recuerdos hermosos toda comenta emoji siguiente sera golondrinas,post,7,NEU,NEUTRAL,-1
alguna vez estado observando pajaros son algunas aves encontrara pueda ponerse humor experiencia fascinante wipe nada compara verlos persona agregue adventure aun realizas avistamiento aves preocupes compartimos algunas aves podras encontrario animes experiencia fascinante desliza nada compara verlas vivo agrega,post,2,NEU,NEUTRAL,-1
alguna vez oido hablar festividades cedral durante guerra castas fundadores encontraron refugio monumento conmemora sucedio nos invita celebrar aniversario fiestas bailes folkloricos ropa regional todavia tiempo unirte celebracion visite hoy manana siguiente experimente gran evento persona tiene escuchado acerca fiestas cedral durante guerra castas fundadores encontaron refugio monumento conmemora ocurrido nos invita celebrario aniversario fiestas atasco folkloros trajes regionales aun tiempo unirte celebracion visita hoy manana pasado testigo evento persona ced ral,post,6,NEU,NEUTRAL,-1
encantan conchas recuerde todas conchas encuentre playas son esenciales ecosistema lugar llevarlos consigo mejor tome foto ellos recordar experiencia manera sostenible manera puede contribuir conservar riqueza natural amante conchas recuerda todas encuentra playas hijo importante ecosistema lugar llevartelas mejor tomales foto recordar experiencia manera sostenible asi podras pontibuir despracion riqueza natural admire preserve sustainability ecotourism,post,9,POS,NEUTRAL,-1
murales cuentan historias impresionantes creaciones artisticas toda obras arte son hermosas transmiten mensaje importante sobre medio ambiente riqueza natural intervesores murales encuentran toda obras hijo solitario hermosas sino tambien transmiten importante mensaje sobre medio ambiente riqueza natural,post,1,POS,RESPONSABILIDAD,-1
viaje antiguo cobra hace muchos anos puerto pole fue punto partida valientes remeros remeros comenzaron viaje kuzamil peregrinacion rendir homenaje diosa maya ixchel 12 13 mayo viaje sagrado recreara viaje homenaje tradicion ancestral hace muchos anos puerto pole hoy x caret era punto salida valientes canoeros canoeras iniciaban vije kuzamil hoy peregrinaje rendir tributo diosa ixchel 12 13 mayo t raves i sagrada vuelve recrerear viaje honrar antigua,post,9,NEU,NEUTRAL,-1
deje instintos guien explore manera unica propio ritmo todos tesoros ocultos sigues corazonada sorprendera belleza natural explora manera unica ritmo todos tesoros oculos sigues corazonadas sorprenderas belleza natural,post,1,NEU,NEUTRAL,-1
hoy tenemos ganas relajarnos caribena sumergete atmosfera relajada toma fantastica vista mientras relajas bajo sol ven dejate mimarse belleza sumergete ambiente relajado uctqui demas ven dejate consentir belleza,post,5,NEU,NEUTRAL,-1
aventuras esperan jungla conduce boogie traves senderos tropicales cenote oculto hermosa caverna subterranea verdadera maravilla natural llena cristalinas formaciones rocosas unicas listo experiencia emocionante llena adrenalina etiqueta amigo aventurero continuacion maneja boogie traves senderos tropicales cenote escondido hermosa caverna subterranea verdadera maravilla natural llena agua cristalina formaciones rocosas unicas listo experiencia experiencia llena adrenalina etiqueta amigo aventurero adventure,post,5,NEU,NEUTRAL,-1
viajero responsable hoy recordamos importancia preservar nuestros tesoros naturales viajeros tenemos papel crucial proteccion lugares visitamos excepcion hay algunos consejos ser viajero responsable respeta areas protegidas reducir consumo plasticos solo uso use protector solar biodegradable apoye empresas locales promueven practicas sostenibles cuidar nuestro planeta compromiso todos hoy uct viajeros tenemos papel crucial proteccion lugares visitamos excepcion dejamos algunos consejos ser viajero responsable respeta areas protegidas disminuye consumo plashicos solo uso utiliza protector solar biodegradable apoya empresas locales promuevan practicas sostenibles cuidar nuestro planeta compromiso todos admire preserve ecotourism,post,9,NEU,RESPONSABILIDAD,-1
